Row,Column,Year,Population,Race,Ethnicity,Gender,AgeRange
17,11,2026,21993,ALL,ALL,MALE,15-44
17,11,2026,10744,ALL,ALL,FEMALE,45-64
17,11,2026,9091,ALL,ALL,MALE,45-64
17,11,2026,5187,ALL,ALL,FEMALE,5-14
17,11,2026,5461,ALL,ALL,MALE,5-14
17,11,2026,5532,ALL,ALL,FEMALE,65+
17,11,2026,3848,ALL,ALL,MALE,65+
17,12,2026,2284,ALL,ALL,FEMALE,0-4
17,12,2026,2407,ALL,ALL,MALE,0-4
17,12,2026,21826,ALL,ALL,FEMALE,15-44
17,12,2026,21992,ALL,ALL,MALE,15-44
17,12,2026,10744,ALL,ALL,FEMALE,45-64
17,12,2026,9090,ALL,ALL,MALE,45-64
17,12,2026,5186,ALL,ALL,FEMALE,5-14
17,12,2026,5461,ALL,ALL,MALE,5-14
17,12,2026,5532,ALL,ALL,FEMALE,65+
17,12,2026,3847,ALL,ALL,MALE,65+
17,13,2026,829,ALL,ALL,FEMALE,0-4
17,13,2026,874,ALL,ALL,MALE,0-4
17,13,2026,7925,ALL,ALL,FEMALE,15-44
17,13,2026,7985,ALL,ALL,MALE,15-44
17,13,2026,3901,ALL,ALL,FEMALE,45-64
17,13,2026,3301,ALL,ALL,MALE,45-64
17,13,2026,1883,ALL,ALL,FEMALE,5-14
17,13,2026,1983,ALL,ALL,MALE,5-14
17,13,2026,2009,ALL,ALL,FEMALE,65+
17,13,2026,1397,ALL,ALL,MALE,65+
18,8,2026,212,ALL,ALL,FEMALE,0-4
18,8,2026,223,ALL,ALL,MALE,0-4
18,8,2026,2026,ALL,ALL,FEMALE,15-44
18,8,2026,2041,ALL,ALL,MALE,15-44
18,8,2026,997,ALL,ALL,FEMALE,45-64
18,8,2026,844,ALL,ALL,MALE,45-64
18,8,2026,481,ALL,ALL,FEMALE,5-14
18,8,2026,507,ALL,ALL,MALE,5-14
18,8,2026,513,ALL,ALL,FEMALE,65+
18,8,2026,357,ALL,ALL,MALE,65+
18,9,2026,2231,ALL,ALL,FEMALE,0-4
18,9,2026,2351,ALL,ALL,MALE,0-4
18,9,2026,21315,ALL,ALL,FEMALE,15-44
18,9,2026,21477,ALL,ALL,MALE,15-44
18,9,2026,10492,ALL,ALL,FEMALE,45-64
18,9,2026,8877,ALL,ALL,MALE,45-64
18,9,2026,5065,ALL,ALL,FEMALE,5-14
18,9,2026,5333,ALL,ALL,MALE,5-14
18,9,2026,5402,ALL,ALL,FEMALE,65+
18,9,2026,3757,ALL,ALL,MALE,65+
18,10,2026,2285,ALL,ALL,FEMALE,0-4
18,10,2026,2408,ALL,ALL,MALE,0-4
18,10,2026,21828,ALL,ALL,FEMALE,15-44
18,10,2026,21993,ALL,ALL,MALE,15-44
18,10,2026,10744,ALL,ALL,FEMALE,45-64
18,10,2026,9091,ALL,ALL,MALE,45-64
18,10,2026,5186,ALL,ALL,FEMALE,5-14
18,10,2026,5461,ALL,ALL,MALE,5-14
18,10,2026,5532,ALL,ALL,FEMALE,65+
18,10,2026,3848,ALL,ALL,MALE,65+
18,11,2026,2285,ALL,ALL,FEMALE,0-4
18,11,2026,2408,ALL,ALL,MALE,0-4
18,11,2026,21828,ALL,ALL,FEMALE,15-44
18,11,2026,21993,ALL,ALL,MALE,15-44
18,11,2026,10744,ALL,ALL,FEMALE,45-64
18,11,2026,9090,ALL,ALL,MALE,45-64
18,11,2026,5187,ALL,ALL,FEMALE,5-14
18,11,2026,5462,ALL,ALL,MALE,5-14
18,11,2026,5532,ALL,ALL,FEMALE,65+
18,11,2026,3848,ALL,ALL,MALE,65+
18,12,2026,1566,ALL,ALL,FEMALE,0-4
18,12,2026,1650,ALL,ALL,MALE,0-4
18,12,2026,14959,ALL,ALL,FEMALE,15-44
18,12,2026,15073,ALL,ALL,MALE,15-44
18,12,2026,7364,ALL,ALL,FEMALE,45-64
18,12,2026,6230,ALL,ALL,MALE,45-64
18,12,2026,3555,ALL,ALL,FEMALE,5-14
18,12,2026,3743,ALL,ALL,MALE,5-14
18,12,2026,3791,ALL,ALL,FEMALE,65+
18,12,2026,2637,ALL,ALL,MALE,65+
18,13,2026,11,ALL,ALL,FEMALE,0-4
18,13,2026,11,ALL,ALL,MALE,0-4
18,13,2026,104,ALL,ALL,FEMALE,15-44
18,13,2026,105,ALL,ALL,MALE,15-44
18,13,2026,52,ALL,ALL,FEMALE,45-64
18,13,2026,44,ALL,ALL,MALE,45-64
18,13,2026,25,ALL,ALL,FEMALE,5-14
18,13,2026,26,ALL,ALL,MALE,5-14
18,13,2026,27,ALL,ALL,FEMALE,65+
18,13,2026,18,ALL,ALL,MALE,65+
19,9,2026,877,ALL,ALL,FEMALE,0-4
19,9,2026,924,ALL,ALL,MALE,0-4
19,9,2026,8381,ALL,ALL,FEMALE,15-44
19,9,2026,8445,ALL,ALL,MALE,15-44
19,9,2026,4126,ALL,ALL,FEMALE,45-64
19,9,2026,3491,ALL,ALL,MALE,45-64
19,9,2026,1991,ALL,ALL,FEMALE,5-14
19,9,2026,2097,ALL,ALL,MALE,5-14
19,9,2026,2124,ALL,ALL,FEMALE,65+
19,9,2026,1477,ALL,ALL,MALE,65+
19,10,2026,2282,ALL,ALL,FEMALE,0-4
19,10,2026,2405,ALL,ALL,MALE,0-4
19,10,2026,21807,ALL,ALL,FEMALE,15-44
19,10,2026,21972,ALL,ALL,MALE,15-44
19,10,2026,10734,ALL,ALL,FEMALE,45-64
19,10,2026,9082,ALL,ALL,MALE,45-64
19,10,2026,5182,ALL,ALL,FEMALE,5-14
19,10,2026,5456,ALL,ALL,MALE,5-14
19,10,2026,5527,ALL,ALL,FEMALE,65+
19,10,2026,3844,ALL,ALL,MALE,65+
19,11,2026,2285,ALL,ALL,FEMALE,0-4
19,11,2026,2408,ALL,ALL,MALE,0-4
19,11,2026,21828,ALL,ALL,FEMALE,15-44
19,11,2026,21993,ALL,ALL,MALE,15-44
19,11,2026,10744,ALL,ALL,FEMALE,45-64
19,11,2026,9091,ALL,ALL,MALE,45-64
19,11,2026,5186,ALL,ALL,FEMALE,5-14
19,11,2026,5462,ALL,ALL,MALE,5-14
19,11,2026,5532,ALL,ALL,FEMALE,65+
19,11,2026,3848,ALL,ALL,MALE,65+
19,12,2026,973,ALL,ALL,FEMALE,0-4
19,12,2026,1026,ALL,ALL,MALE,0-4
19,12,2026,9302,ALL,ALL,FEMALE,15-44
19,12,2026,9373,ALL,ALL,MALE,15-44
19,12,2026,4579,ALL,ALL,FEMALE,45-64
19,12,2026,3874,ALL,ALL,MALE,45-64
19,12,2026,2210,ALL,ALL,FEMALE,5-14
19,12,2026,2328,ALL,ALL,MALE,5-14
19,12,2026,2358,ALL,ALL,FEMALE,65+
19,12,2026,1640,ALL,ALL,MALE,65+
20,9,2026,55,ALL,ALL,FEMALE,0-4
20,9,2026,58,ALL,ALL,MALE,0-4
20,9,2026,527,ALL,ALL,FEMALE,15-44
20,9,2026,531,ALL,ALL,MALE,15-44
20,9,2026,260,ALL,ALL,FEMALE,45-64
20,9,2026,220,ALL,ALL,MALE,45-64
20,9,2026,125,ALL,ALL,FEMALE,5-14
20,9,2026,132,ALL,ALL,MALE,5-14
20,9,2026,134,ALL,ALL,FEMALE,65+
20,9,2026,93,ALL,ALL,MALE,65+
20,10,2026,2242,ALL,ALL,FEMALE,0-4
20,10,2026,2363,ALL,ALL,MALE,0-4
20,10,2026,21421,ALL,ALL,FEMALE,15-44
20,10,2026,21584,ALL,ALL,MALE,15-44
20,10,2026,10545,ALL,ALL,FEMALE,45-64
20,10,2026,8921,ALL,ALL,MALE,45-64
20,10,2026,5090,ALL,ALL,FEMALE,5-14
20,10,2026,5360,ALL,ALL,MALE,5-14
20,10,2026,5429,ALL,ALL,FEMALE,65+
20,10,2026,3776,ALL,ALL,MALE,65+
20,11,2026,2285,ALL,ALL,FEMALE,0-4
20,11,2026,2408,ALL,ALL,MALE,0-4
20,11,2026,21828,ALL,ALL,FEMALE,15-44
20,11,2026,21993,ALL,ALL,MALE,15-44
20,11,2026,10744,ALL,ALL,FEMALE,45-64
20,11,2026,9091,ALL,ALL,MALE,45-64
20,11,2026,5186,ALL,ALL,FEMALE,5-14
20,11,2026,5461,ALL,ALL,MALE,5-14
20,11,2026,5532,ALL,ALL,FEMALE,65+
20,11,2026,3848,ALL,ALL,MALE,65+
20,12,2026,383,ALL,ALL,FEMALE,0-4
20,12,2026,404,ALL,ALL,MALE,0-4
20,12,2026,3663,ALL,ALL,FEMALE,15-44
20,12,2026,3691,ALL,ALL,MALE,15-44
20,12,2026,1804,ALL,ALL,FEMALE,45-64
20,12,2026,1526,ALL,ALL,MALE,45-64
20,12,2026,871,ALL,ALL,FEMALE,5-14
20,12,2026,917,ALL,ALL,MALE,5-14
20,12,2026,929,ALL,ALL,FEMALE,65+
20,12,2026,646,ALL,ALL,MALE,65+
21,9,2026,836,ALL,ALL,FEMALE,0-4
21,9,2026,881,ALL,ALL,MALE,0-4
21,9,2026,7986,ALL,ALL,FEMALE,15-44
21,9,2026,8046,ALL,ALL,MALE,15-44
21,9,2026,3931,ALL,ALL,FEMALE,45-64
21,9,2026,3326,ALL,ALL,MALE,45-64
21,9,2026,1898,ALL,ALL,FEMALE,5-14
21,9,2026,1998,ALL,ALL,MALE,5-14
21,9,2026,2024,ALL,ALL,FEMALE,65+
21,9,2026,1408,ALL,ALL,MALE,65+
21,10,2026,2285,ALL,ALL,FEMALE,0-4
21,10,2026,2408,ALL,ALL,MALE,0-4
21,10,2026,21828,ALL,ALL,FEMALE,15-44
21,10,2026,21993,ALL,ALL,MALE,15-44
21,10,2026,10744,ALL,ALL,FEMALE,45-64
21,10,2026,9091,ALL,ALL,MALE,45-64
21,10,2026,5187,ALL,ALL,FEMALE,5-14
21,10,2026,5461,ALL,ALL,MALE,5-14
21,10,2026,5532,ALL,ALL,FEMALE,65+
21,10,2026,3848,ALL,ALL,MALE,65+
21,11,2026,2285,ALL,ALL,FEMALE,0-4
21,11,2026,2408,ALL,ALL,MALE,0-4
21,11,2026,21828,ALL,ALL,FEMALE,15-44
21,11,2026,21993,ALL,ALL,MALE,15-44
21,11,2026,10744,ALL,ALL,FEMALE,45-64
21,11,2026,9091,ALL,ALL,MALE,45-64
21,11,2026,5187,ALL,ALL,FEMALE,5-14
21,11,2026,5462,ALL,ALL,MALE,5-14
21,11,2026,5532,ALL,ALL,FEMALE,65+
21,11,2026,3848,ALL,ALL,MALE,65+
21,12,2026,1454,ALL,ALL,FEMALE,0-4
21,12,2026,1533,ALL,ALL,MALE,0-4
21,12,2026,13896,ALL,ALL,FEMALE,15-44
21,12,2026,14001,ALL,ALL,MALE,15-44
21,12,2026,6840,ALL,ALL,FEMALE,45-64
21,12,2026,5787,ALL,ALL,MALE,45-64
21,12,2026,3302,ALL,ALL,FEMALE,5-14
21,12,2026,3477,ALL,ALL,MALE,5-14
21,12,2026,3522,ALL,ALL,FEMALE,65+
21,12,2026,2449,ALL,ALL,MALE,65+
22,9,2026,776,ALL,ALL,FEMALE,0-4
22,9,2026,818,ALL,ALL,MALE,0-4
22,9,2026,7415,ALL,ALL,FEMALE,15-44
22,9,2026,7471,ALL,ALL,MALE,15-44
22,9,2026,3650,ALL,ALL,FEMALE,45-64
22,9,2026,3088,ALL,ALL,MALE,45-64
22,9,2026,1762,ALL,ALL,FEMALE,5-14
22,9,2026,1855,ALL,ALL,MALE,5-14
22,9,2026,1879,ALL,ALL,FEMALE,65+
22,9,2026,1307,ALL,ALL,MALE,65+
22,10,2026,2285,ALL,ALL,FEMALE,0-4
22,10,2026,2408,ALL,ALL,MALE,0-4
22,10,2026,21828,ALL,ALL,FEMALE,15-44
22,10,2026,21993,ALL,ALL,MALE,15-44
22,10,2026,10744,ALL,ALL,FEMALE,45-64
22,10,2026,9091,ALL,ALL,MALE,45-64
22,10,2026,5187,ALL,ALL,FEMALE,5-14
22,10,2026,5461,ALL,ALL,MALE,5-14
22,10,2026,5532,ALL,ALL,FEMALE,65+
22,10,2026,3848,ALL,ALL,MALE,65+
22,11,2026,2285,ALL,ALL,FEMALE,0-4
22,11,2026,2408,ALL,ALL,MALE,0-4
22,11,2026,21828,ALL,ALL,FEMALE,15-44
22,11,2026,21993,ALL,ALL,MALE,15-44
22,11,2026,10744,ALL,ALL,FEMALE,45-64
22,11,2026,9091,ALL,ALL,MALE,45-64
22,11,2026,5187,ALL,ALL,FEMALE,5-14
22,11,2026,5461,ALL,ALL,MALE,5-14
22,11,2026,5532,ALL,ALL,FEMALE,65+
22,11,2026,3848,ALL,ALL,MALE,65+
22,12,2026,2253,ALL,ALL,FEMALE,0-4
22,12,2026,2375,ALL,ALL,MALE,0-4
22,12,2026,21530,ALL,ALL,FEMALE,15-44
22,12,2026,21694,ALL,ALL,MALE,15-44
22,12,2026,10598,ALL,ALL,FEMALE,45-64
22,12,2026,8967,ALL,ALL,MALE,45-64
22,12,2026,5116,ALL,ALL,FEMALE,5-14
22,12,2026,5387,ALL,ALL,MALE,5-14
22,12,2026,5457,ALL,ALL,FEMALE,65+
22,12,2026,3795,ALL,ALL,MALE,65+
22,13,2026,769,ALL,ALL,FEMALE,0-4
22,13,2026,810,ALL,ALL,MALE,0-4
22,13,2026,7346,ALL,ALL,FEMALE,15-44
22,13,2026,7402,ALL,ALL,MALE,15-44
22,13,2026,3616,ALL,ALL,FEMALE,45-64
22,13,2026,3060,ALL,ALL,MALE,45-64
22,13,2026,1746,ALL,ALL,FEMALE,5-14
22,13,2026,1838,ALL,ALL,MALE,5-14
22,13,2026,1862,ALL,ALL,FEMALE,65+
22,13,2026,1295,ALL,ALL,MALE,65+
23,9,2026,1068,ALL,ALL,FEMALE,0-4
23,9,2026,1126,ALL,ALL,MALE,0-4
23,9,2026,10207,ALL,ALL,FEMALE,15-44
23,9,2026,10284,ALL,ALL,MALE,15-44
23,9,2026,5024,ALL,ALL,FEMALE,45-64
23,9,2026,4251,ALL,ALL,MALE,45-64
23,9,2026,2425,ALL,ALL,FEMALE,5-14
23,9,2026,2554,ALL,ALL,MALE,5-14
23,9,2026,2587,ALL,ALL,FEMALE,65+
23,9,2026,1799,ALL,ALL,MALE,65+
23,10,2026,2285,ALL,ALL,FEMALE,0-4
23,10,2026,2408,ALL,ALL,MALE,0-4
23,10,2026,21828,ALL,ALL,FEMALE,15-44
23,10,2026,21993,ALL,ALL,MALE,15-44
23,10,2026,10744,ALL,ALL,FEMALE,45-64
23,10,2026,9090,ALL,ALL,MALE,45-64
23,10,2026,5187,ALL,ALL,FEMALE,5-14
23,10,2026,5461,ALL,ALL,MALE,5-14
23,10,2026,5532,ALL,ALL,FEMALE,65+
23,10,2026,3848,ALL,ALL,MALE,65+
23,11,2026,2285,ALL,ALL,FEMALE,0-4
23,11,2026,2408,ALL,ALL,MALE,0-4
23,11,2026,21828,ALL,ALL,FEMALE,15-44
23,11,2026,21993,ALL,ALL,MALE,15-44
23,11,2026,10744,ALL,ALL,FEMALE,45-64
23,11,2026,9091,ALL,ALL,MALE,45-64
23,11,2026,5187,ALL,ALL,FEMALE,5-14
23,11,2026,5461,ALL,ALL,MALE,5-14
23,11,2026,5532,ALL,ALL,FEMALE,65+
23,11,2026,3848,ALL,ALL,MALE,65+
23,12,2026,2285,ALL,ALL,FEMALE,0-4
23,12,2026,2408,ALL,ALL,MALE,0-4
23,12,2026,21828,ALL,ALL,FEMALE,15-44
23,12,2026,21993,ALL,ALL,MALE,15-44
23,12,2026,10744,ALL,ALL,FEMALE,45-64
23,12,2026,9090,ALL,ALL,MALE,45-64
23,12,2026,5186,ALL,ALL,FEMALE,5-14
23,12,2026,5461,ALL,ALL,MALE,5-14
23,12,2026,5532,ALL,ALL,FEMALE,65+
23,12,2026,3848,ALL,ALL,MALE,65+
23,13,2026,2040,ALL,ALL,FEMALE,0-4
23,13,2026,2149,ALL,ALL,MALE,0-4
23,13,2026,19488,ALL,ALL,FEMALE,15-44
23,13,2026,19635,ALL,ALL,MALE,15-44
23,13,2026,9593,ALL,ALL,FEMALE,45-64
23,13,2026,8116,ALL,ALL,MALE,45-64
23,13,2026,4631,ALL,ALL,FEMALE,5-14
23,13,2026,4876,ALL,ALL,MALE,5-14
23,13,2026,4939,ALL,ALL,FEMALE,65+
23,13,2026,3435,ALL,ALL,MALE,65+
23,14,2026,21,ALL,ALL,FEMALE,0-4
23,14,2026,22,ALL,ALL,MALE,0-4
23,14,2026,201,ALL,ALL,FEMALE,15-44
23,14,2026,203,ALL,ALL,MALE,15-44
23,14,2026,99,ALL,ALL,FEMALE,45-64
23,14,2026,84,ALL,ALL,MALE,45-64
23,14,2026,48,ALL,ALL,FEMALE,5-14
23,14,2026,51,ALL,ALL,MALE,5-14
23,14,2026,51,ALL,ALL,FEMALE,65+
23,14,2026,35,ALL,ALL,MALE,65+
24,9,2026,826,ALL,ALL,FEMALE,0-4
24,9,2026,871,ALL,ALL,MALE,0-4
24,9,2026,7897,ALL,ALL,FEMALE,15-44
24,9,2026,7957,ALL,ALL,MALE,15-44
24,9,2026,3887,ALL,ALL,FEMALE,45-64
24,9,2026,3289,ALL,ALL,MALE,45-64
24,9,2026,1876,ALL,ALL,FEMALE,5-14
24,9,2026,1976,ALL,ALL,MALE,5-14
24,9,2026,2002,ALL,ALL,FEMALE,65+
24,9,2026,1392,ALL,ALL,MALE,65+
24,10,2026,2285,ALL,ALL,FEMALE,0-4
24,10,2026,2408,ALL,ALL,MALE,0-4
24,10,2026,21828,ALL,ALL,FEMALE,15-44
24,10,2026,21993,ALL,ALL,MALE,15-44
24,10,2026,10744,ALL,ALL,FEMALE,45-64
24,10,2026,9091,ALL,ALL,MALE,45-64
24,10,2026,5187,ALL,ALL,FEMALE,5-14
24,10,2026,5461,ALL,ALL,MALE,5-14
24,10,2026,5532,ALL,ALL,FEMALE,65+
24,10,2026,3848,ALL,ALL,MALE,65+
24,11,2026,2285,ALL,ALL,FEMALE,0-4
24,11,2026,2408,ALL,ALL,MALE,0-4
24,11,2026,21828,ALL,ALL,FEMALE,15-44
24,11,2026,21993,ALL,ALL,MALE,15-44
24,11,2026,10744,ALL,ALL,FEMALE,45-64
24,11,2026,9091,ALL,ALL,MALE,45-64
24,11,2026,5186,ALL,ALL,FEMALE,5-14
24,11,2026,5461,ALL,ALL,MALE,5-14
24,11,2026,5532,ALL,ALL,FEMALE,65+
24,11,2026,3848,ALL,ALL,MALE,65+
24,12,2026,2285,ALL,ALL,FEMALE,0-4
24,12,2026,2407,ALL,ALL,MALE,0-4
24,12,2026,21827,ALL,ALL,FEMALE,15-44
24,12,2026,21993,ALL,ALL,MALE,15-44
24,12,2026,10744,ALL,ALL,FEMALE,45-64
24,12,2026,9090,ALL,ALL,MALE,45-64
24,12,2026,5186,ALL,ALL,FEMALE,5-14
24,12,2026,5461,ALL,ALL,MALE,5-14
24,12,2026,5532,ALL,ALL,FEMALE,65+
24,12,2026,3847,ALL,ALL,MALE,65+
24,13,2026,2189,ALL,ALL,FEMALE,0-4
24,13,2026,2306,ALL,ALL,MALE,0-4
24,13,2026,20912,ALL,ALL,FEMALE,15-44
24,13,2026,21070,ALL,ALL,MALE,15-44
24,13,2026,10294,ALL,ALL,FEMALE,45-64
24,13,2026,8709,ALL,ALL,MALE,45-64
24,13,2026,4969,ALL,ALL,FEMALE,5-14
24,13,2026,5232,ALL,ALL,MALE,5-14
24,13,2026,5300,ALL,ALL,FEMALE,65+
24,13,2026,3686,ALL,ALL,MALE,65+
24,14,2026,169,ALL,ALL,FEMALE,0-4
24,14,2026,179,ALL,ALL,MALE,0-4
24,14,2026,1619,ALL,ALL,FEMALE,15-44
24,14,2026,1632,ALL,ALL,MALE,15-44
24,14,2026,797,ALL,ALL,FEMALE,45-64
24,14,2026,674,ALL,ALL,MALE,45-64
24,14,2026,385,ALL,ALL,FEMALE,5-14
24,14,2026,405,ALL,ALL,MALE,5-14
24,14,2026,410,ALL,ALL,FEMALE,65+
24,14,2026,285,ALL,ALL,MALE,65+
25,9,2026,305,ALL,ALL,FEMALE,0-4
25,9,2026,322,ALL,ALL,MALE,0-4
25,9,2026,2920,ALL,ALL,FEMALE,15-44
25,9,2026,2942,ALL,ALL,MALE,15-44
25,9,2026,1438,ALL,ALL,FEMALE,45-64
25,9,2026,1216,ALL,ALL,MALE,45-64
25,9,2026,694,ALL,ALL,FEMALE,5-14
25,9,2026,731,ALL,ALL,MALE,5-14
25,9,2026,740,ALL,ALL,FEMALE,65+
25,9,2026,515,ALL,ALL,MALE,65+
25,10,2026,2285,ALL,ALL,FEMALE,0-4
25,10,2026,2408,ALL,ALL,MALE,0-4
25,10,2026,21828,ALL,ALL,FEMALE,15-44
25,10,2026,21993,ALL,ALL,MALE,15-44
25,10,2026,10744,ALL,ALL,FEMALE,45-64
25,10,2026,9091,ALL,ALL,MALE,45-64
25,10,2026,5186,ALL,ALL,FEMALE,5-14
25,10,2026,5461,ALL,ALL,MALE,5-14
25,10,2026,5532,ALL,ALL,FEMALE,65+
25,10,2026,3848,ALL,ALL,MALE,65+
25,11,2026,2285,ALL,ALL,FEMALE,0-4
25,11,2026,2407,ALL,ALL,MALE,0-4
25,11,2026,21828,ALL,ALL,FEMALE,15-44
25,11,2026,21993,ALL,ALL,MALE,15-44
25,11,2026,10744,ALL,ALL,FEMALE,45-64
25,11,2026,9090,ALL,ALL,MALE,45-64
25,11,2026,5186,ALL,ALL,FEMALE,5-14
25,11,2026,5461,ALL,ALL,MALE,5-14
25,11,2026,5532,ALL,ALL,FEMALE,65+
25,11,2026,3848,ALL,ALL,MALE,65+
25,12,2026,2285,ALL,ALL,FEMALE,0-4
25,12,2026,2407,ALL,ALL,MALE,0-4
25,12,2026,21827,ALL,ALL,FEMALE,15-44
25,12,2026,21993,ALL,ALL,MALE,15-44
25,12,2026,10744,ALL,ALL,FEMALE,45-64
25,12,2026,9090,ALL,ALL,MALE,45-64
25,12,2026,5186,ALL,ALL,FEMALE,5-14
25,12,2026,5461,ALL,ALL,MALE,5-14
25,12,2026,5532,ALL,ALL,FEMALE,65+
25,12,2026,3848,ALL,ALL,MALE,65+
25,13,2026,1036,ALL,ALL,FEMALE,0-4
25,13,2026,1092,ALL,ALL,MALE,0-4
25,13,2026,9902,ALL,ALL,FEMALE,15-44
25,13,2026,9977,ALL,ALL,MALE,15-44
25,13,2026,4874,ALL,ALL,FEMALE,45-64
25,13,2026,4124,ALL,ALL,MALE,45-64
25,13,2026,2353,ALL,ALL,FEMALE,5-14
25,13,2026,2478,ALL,ALL,MALE,5-14
25,13,2026,2510,ALL,ALL,FEMALE,65+
25,13,2026,1745,ALL,ALL,MALE,65+
26,9,2026,1,ALL,ALL,FEMALE,0-4
26,9,2026,1,ALL,ALL,MALE,0-4
26,9,2026,7,ALL,ALL,FEMALE,15-44
26,9,2026,7,ALL,ALL,MALE,15-44
26,9,2026,4,ALL,ALL,FEMALE,45-64
26,9,2026,3,ALL,ALL,MALE,45-64
26,9,2026,2,ALL,ALL,FEMALE,5-14
26,9,2026,2,ALL,ALL,MALE,5-14
26,9,2026,2,ALL,ALL,FEMALE,65+
26,9,2026,1,ALL,ALL,MALE,65+
26,10,2026,1699,ALL,ALL,FEMALE,0-4
26,10,2026,1790,ALL,ALL,MALE,0-4
26,10,2026,16230,ALL,ALL,FEMALE,15-44
26,10,2026,16353,ALL,ALL,MALE,15-44
26,10,2026,7989,ALL,ALL,FEMALE,45-64
26,10,2026,6759,ALL,ALL,MALE,45-64
26,10,2026,3857,ALL,ALL,FEMALE,5-14
26,10,2026,4061,ALL,ALL,MALE,5-14
26,10,2026,4114,ALL,ALL,FEMALE,65+
26,10,2026,2861,ALL,ALL,MALE,65+
26,11,2026,2285,ALL,ALL,FEMALE,0-4
26,11,2026,2407,ALL,ALL,MALE,0-4
26,11,2026,21828,ALL,ALL,FEMALE,15-44
26,11,2026,21993,ALL,ALL,MALE,15-44
26,11,2026,10744,ALL,ALL,FEMALE,45-64
26,11,2026,9090,ALL,ALL,MALE,45-64
26,11,2026,5186,ALL,ALL,FEMALE,5-14
26,11,2026,5461,ALL,ALL,MALE,5-14
26,11,2026,5532,ALL,ALL,FEMALE,65+
26,11,2026,3847,ALL,ALL,MALE,65+
26,12,2026,2284,ALL,ALL,FEMALE,0-4
26,12,2026,2407,ALL,ALL,MALE,0-4
26,12,2026,21827,ALL,ALL,FEMALE,15-44
26,12,2026,21993,ALL,ALL,MALE,15-44
26,12,2026,10744,ALL,ALL,FEMALE,45-64
26,12,2026,9090,ALL,ALL,MALE,45-64
26,12,2026,5186,ALL,ALL,FEMALE,5-14
26,12,2026,5461,ALL,ALL,MALE,5-14
26,12,2026,5532,ALL,ALL,FEMALE,65+
26,12,2026,3848,ALL,ALL,MALE,65+
26,13,2026,1066,ALL,ALL,FEMALE,0-4
26,13,2026,1124,ALL,ALL,MALE,0-4
26,13,2026,10188,ALL,ALL,FEMALE,15-44
26,13,2026,10266,ALL,ALL,MALE,15-44
26,13,2026,5015,ALL,ALL,FEMALE,45-64
26,13,2026,4243,ALL,ALL,MALE,45-64
26,13,2026,2421,ALL,ALL,FEMALE,5-14
26,13,2026,2549,ALL,ALL,MALE,5-14
26,13,2026,2582,ALL,ALL,FEMALE,65+
26,13,2026,1796,ALL,ALL,MALE,65+
27,10,2026,752,ALL,ALL,FEMALE,0-4
27,10,2026,793,ALL,ALL,MALE,0-4
27,10,2026,7187,ALL,ALL,FEMALE,15-44
27,10,2026,7242,ALL,ALL,MALE,15-44
27,10,2026,3538,ALL,ALL,FEMALE,45-64
27,10,2026,2993,ALL,ALL,MALE,45-64
27,10,2026,1708,ALL,ALL,FEMALE,5-14
27,10,2026,1798,ALL,ALL,MALE,5-14
27,10,2026,1822,ALL,ALL,FEMALE,65+
27,10,2026,1267,ALL,ALL,MALE,65+
27,11,2026,2285,ALL,ALL,FEMALE,0-4
27,11,2026,2407,ALL,ALL,MALE,0-4
27,11,2026,21828,ALL,ALL,FEMALE,15-44
27,11,2026,21993,ALL,ALL,MALE,15-44
27,11,2026,10744,ALL,ALL,FEMALE,45-64
27,11,2026,9090,ALL,ALL,MALE,45-64
27,11,2026,5186,ALL,ALL,FEMALE,5-14
27,11,2026,5461,ALL,ALL,MALE,5-14
27,11,2026,5532,ALL,ALL,FEMALE,65+
27,11,2026,3847,ALL,ALL,MALE,65+
27,12,2026,2284,ALL,ALL,FEMALE,0-4
27,12,2026,2407,ALL,ALL,MALE,0-4
27,12,2026,21828,ALL,ALL,FEMALE,15-44
27,12,2026,21993,ALL,ALL,MALE,15-44
27,12,2026,10744,ALL,ALL,FEMALE,45-64
27,12,2026,9090,ALL,ALL,MALE,45-64
27,12,2026,5186,ALL,ALL,FEMALE,5-14
27,12,2026,5461,ALL,ALL,MALE,5-14
27,12,2026,5532,ALL,ALL,FEMALE,65+
27,12,2026,3848,ALL,ALL,MALE,65+
27,13,2026,1836,ALL,ALL,FEMALE,0-4
27,13,2026,1935,ALL,ALL,MALE,0-4
27,13,2026,17545,ALL,ALL,FEMALE,15-44
27,13,2026,17678,ALL,ALL,MALE,15-44
27,13,2026,8636,ALL,ALL,FEMALE,45-64
27,13,2026,7307,ALL,ALL,MALE,45-64
27,13,2026,4169,ALL,ALL,FEMALE,5-14
27,13,2026,4390,ALL,ALL,MALE,5-14
27,13,2026,4447,ALL,ALL,FEMALE,65+
27,13,2026,3093,ALL,ALL,MALE,65+
27,14,2026,389,ALL,ALL,FEMALE,0-4
27,14,2026,410,ALL,ALL,MALE,0-4
27,14,2026,3714,ALL,ALL,FEMALE,15-44
27,14,2026,3742,ALL,ALL,MALE,15-44
27,14,2026,1828,ALL,ALL,FEMALE,45-64
27,14,2026,1547,ALL,ALL,MALE,45-64
27,14,2026,882,ALL,ALL,FEMALE,5-14
