Row,Column,Year,Population,Race,Ethnicity,Gender,AgeRange
34,16,2026,1969,ALL,ALL,MALE,0-4
34,16,2026,17854,ALL,ALL,FEMALE,15-44
34,16,2026,17989,ALL,ALL,MALE,15-44
34,16,2026,8788,ALL,ALL,FEMALE,45-64
34,16,2026,7435,ALL,ALL,MALE,45-64
34,16,2026,4242,ALL,ALL,FEMALE,5-14
34,16,2026,4467,ALL,ALL,MALE,5-14
34,16,2026,4525,ALL,ALL,FEMALE,65+
34,16,2026,3147,ALL,ALL,MALE,65+
34,17,2026,398,ALL,ALL,FEMALE,0-4
34,17,2026,419,ALL,ALL,MALE,0-4
34,17,2026,3802,ALL,ALL,FEMALE,15-44
34,17,2026,3831,ALL,ALL,MALE,15-44
34,17,2026,1872,ALL,ALL,FEMALE,45-64
34,17,2026,1584,ALL,ALL,MALE,45-64
34,17,2026,903,ALL,ALL,FEMALE,5-14
34,17,2026,952,ALL,ALL,MALE,5-14
34,17,2026,964,ALL,ALL,FEMALE,65+
34,17,2026,670,ALL,ALL,MALE,65+
34,18,2026,42,ALL,ALL,FEMALE,0-4
34,18,2026,44,ALL,ALL,MALE,0-4
34,18,2026,403,ALL,ALL,FEMALE,15-44
34,18,2026,406,ALL,ALL,MALE,15-44
34,18,2026,199,ALL,ALL,FEMALE,45-64
34,18,2026,168,ALL,ALL,MALE,45-64
34,18,2026,96,ALL,ALL,FEMALE,5-14
34,18,2026,101,ALL,ALL,MALE,5-14
34,18,2026,102,ALL,ALL,FEMALE,65+
34,18,2026,71,ALL,ALL,MALE,65+
35,10,2026,17,ALL,ALL,FEMALE,0-4
35,10,2026,19,ALL,ALL,MALE,0-4
35,10,2026,168,ALL,ALL,FEMALE,15-44
35,10,2026,170,ALL,ALL,MALE,15-44
35,10,2026,83,ALL,ALL,FEMALE,45-64
35,10,2026,70,ALL,ALL,MALE,45-64
35,10,2026,40,ALL,ALL,FEMALE,5-14
35,10,2026,42,ALL,ALL,MALE,5-14
35,10,2026,43,ALL,ALL,FEMALE,65+
35,10,2026,30,ALL,ALL,MALE,65+
35,11,2026,1179,ALL,ALL,FEMALE,0-4
35,11,2026,1242,ALL,ALL,MALE,0-4
35,11,2026,11262,ALL,ALL,FEMALE,15-44
35,11,2026,11347,ALL,ALL,MALE,15-44
35,11,2026,5544,ALL,ALL,FEMALE,45-64
35,11,2026,4690,ALL,ALL,MALE,45-64
35,11,2026,2676,ALL,ALL,FEMALE,5-14
35,11,2026,2818,ALL,ALL,MALE,5-14
35,11,2026,2854,ALL,ALL,FEMALE,65+
35,11,2026,1985,ALL,ALL,MALE,65+
35,12,2026,2284,ALL,ALL,FEMALE,0-4
35,12,2026,2407,ALL,ALL,MALE,0-4
35,12,2026,21828,ALL,ALL,FEMALE,15-44
35,12,2026,21993,ALL,ALL,MALE,15-44
35,12,2026,10744,ALL,ALL,FEMALE,45-64
35,12,2026,9090,ALL,ALL,MALE,45-64
35,12,2026,5186,ALL,ALL,FEMALE,5-14
35,12,2026,5461,ALL,ALL,MALE,5-14
35,12,2026,5532,ALL,ALL,FEMALE,65+
35,12,2026,3848,ALL,ALL,MALE,65+
35,13,2026,2285,ALL,ALL,FEMALE,0-4
35,13,2026,2408,ALL,ALL,MALE,0-4
35,13,2026,21828,ALL,ALL,FEMALE,15-44
35,13,2026,21993,ALL,ALL,MALE,15-44
35,13,2026,10744,ALL,ALL,FEMALE,45-64
35,13,2026,9090,ALL,ALL,MALE,45-64
35,13,2026,5186,ALL,ALL,FEMALE,5-14
35,13,2026,5461,ALL,ALL,MALE,5-14
35,13,2026,5532,ALL,ALL,FEMALE,65+
35,13,2026,3848,ALL,ALL,MALE,65+
35,14,2026,2284,ALL,ALL,FEMALE,0-4
35,14,2026,2407,ALL,ALL,MALE,0-4
35,14,2026,21827,ALL,ALL,FEMALE,15-44
35,14,2026,21993,ALL,ALL,MALE,15-44
35,14,2026,10744,ALL,ALL,FEMALE,45-64
35,14,2026,9090,ALL,ALL,MALE,45-64
35,14,2026,5186,ALL,ALL,FEMALE,5-14
35,14,2026,5461,ALL,ALL,MALE,5-14
35,14,2026,5532,ALL,ALL,FEMALE,65+
35,14,2026,3847,ALL,ALL,MALE,65+
35,15,2026,2285,ALL,ALL,FEMALE,0-4
35,15,2026,2407,ALL,ALL,MALE,0-4
35,15,2026,21828,ALL,ALL,FEMALE,15-44
35,15,2026,21993,ALL,ALL,MALE,15-44
35,15,2026,10744,ALL,ALL,FEMALE,45-64
35,15,2026,9090,ALL,ALL,MALE,45-64
35,15,2026,5186,ALL,ALL,FEMALE,5-14
35,15,2026,5461,ALL,ALL,MALE,5-14
35,15,2026,5532,ALL,ALL,FEMALE,65+
35,15,2026,3848,ALL,ALL,MALE,65+
35,16,2026,2035,ALL,ALL,FEMALE,0-4
35,16,2026,2144,ALL,ALL,MALE,0-4
35,16,2026,19439,ALL,ALL,FEMALE,15-44
35,16,2026,19587,ALL,ALL,MALE,15-44
35,16,2026,9569,ALL,ALL,FEMALE,45-64
35,16,2026,8096,ALL,ALL,MALE,45-64
35,16,2026,4619,ALL,ALL,FEMALE,5-14
35,16,2026,4864,ALL,ALL,MALE,5-14
35,16,2026,4927,ALL,ALL,FEMALE,65+
35,16,2026,3427,ALL,ALL,MALE,65+
35,17,2026,691,ALL,ALL,FEMALE,0-4
35,17,2026,728,ALL,ALL,MALE,0-4
35,17,2026,6599,ALL,ALL,FEMALE,15-44
35,17,2026,6649,ALL,ALL,MALE,15-44
35,17,2026,3249,ALL,ALL,FEMALE,45-64
35,17,2026,2748,ALL,ALL,MALE,45-64
35,17,2026,1568,ALL,ALL,FEMALE,5-14
35,17,2026,1651,ALL,ALL,MALE,5-14
35,17,2026,1673,ALL,ALL,FEMALE,65+
35,17,2026,1163,ALL,ALL,MALE,65+
36,11,2026,1484,ALL,ALL,FEMALE,0-4
36,11,2026,1563,ALL,ALL,MALE,0-4
36,11,2026,14175,ALL,ALL,FEMALE,15-44
36,11,2026,14283,ALL,ALL,MALE,15-44
36,11,2026,6978,ALL,ALL,FEMALE,45-64
36,11,2026,5904,ALL,ALL,MALE,45-64
36,11,2026,3368,ALL,ALL,FEMALE,5-14
36,11,2026,3547,ALL,ALL,MALE,5-14
36,11,2026,3593,ALL,ALL,FEMALE,65+
36,11,2026,2499,ALL,ALL,MALE,65+
36,12,2026,2284,ALL,ALL,FEMALE,0-4
36,12,2026,2407,ALL,ALL,MALE,0-4
36,12,2026,21827,ALL,ALL,FEMALE,15-44
36,12,2026,21993,ALL,ALL,MALE,15-44
36,12,2026,10744,ALL,ALL,FEMALE,45-64
36,12,2026,9090,ALL,ALL,MALE,45-64
36,12,2026,5186,ALL,ALL,FEMALE,5-14
36,12,2026,5461,ALL,ALL,MALE,5-14
36,12,2026,5532,ALL,ALL,FEMALE,65+
36,12,2026,3848,ALL,ALL,MALE,65+
36,13,2026,2285,ALL,ALL,FEMALE,0-4
36,13,2026,2408,ALL,ALL,MALE,0-4
36,13,2026,21828,ALL,ALL,FEMALE,15-44
36,13,2026,21993,ALL,ALL,MALE,15-44
36,13,2026,10744,ALL,ALL,FEMALE,45-64
36,13,2026,9090,ALL,ALL,MALE,45-64
36,13,2026,5186,ALL,ALL,FEMALE,5-14
36,13,2026,5461,ALL,ALL,MALE,5-14
36,13,2026,5532,ALL,ALL,FEMALE,65+
36,13,2026,3848,ALL,ALL,MALE,65+
36,14,2026,2284,ALL,ALL,FEMALE,0-4
36,14,2026,2407,ALL,ALL,MALE,0-4
36,14,2026,21828,ALL,ALL,FEMALE,15-44
36,14,2026,21993,ALL,ALL,MALE,15-44
36,14,2026,10744,ALL,ALL,FEMALE,45-64
36,14,2026,9090,ALL,ALL,MALE,45-64
36,14,2026,5186,ALL,ALL,FEMALE,5-14
36,14,2026,5461,ALL,ALL,MALE,5-14
36,14,2026,5532,ALL,ALL,FEMALE,65+
36,14,2026,3847,ALL,ALL,MALE,65+
36,15,2026,2285,ALL,ALL,FEMALE,0-4
36,15,2026,2407,ALL,ALL,MALE,0-4
36,15,2026,21828,ALL,ALL,FEMALE,15-44
36,15,2026,21993,ALL,ALL,MALE,15-44
36,15,2026,10744,ALL,ALL,FEMALE,45-64
36,15,2026,9090,ALL,ALL,MALE,45-64
36,15,2026,5186,ALL,ALL,FEMALE,5-14
36,15,2026,5461,ALL,ALL,MALE,5-14
36,15,2026,5532,ALL,ALL,FEMALE,65+
36,15,2026,3848,ALL,ALL,MALE,65+
36,16,2026,2285,ALL,ALL,FEMALE,0-4
36,16,2026,2408,ALL,ALL,MALE,0-4
36,16,2026,21828,ALL,ALL,FEMALE,15-44
36,16,2026,21993,ALL,ALL,MALE,15-44
36,16,2026,10744,ALL,ALL,FEMALE,45-64
36,16,2026,9090,ALL,ALL,MALE,45-64
36,16,2026,5186,ALL,ALL,FEMALE,5-14
36,16,2026,5461,ALL,ALL,MALE,5-14
36,16,2026,5532,ALL,ALL,FEMALE,65+
36,16,2026,3848,ALL,ALL,MALE,65+
36,17,2026,475,ALL,ALL,FEMALE,0-4
36,17,2026,501,ALL,ALL,MALE,0-4
36,17,2026,4539,ALL,ALL,FEMALE,15-44
36,17,2026,4574,ALL,ALL,MALE,15-44
36,17,2026,2235,ALL,ALL,FEMALE,45-64
36,17,2026,1891,ALL,ALL,MALE,45-64
36,17,2026,1079,ALL,ALL,FEMALE,5-14
36,17,2026,1136,ALL,ALL,MALE,5-14
36,17,2026,1151,ALL,ALL,FEMALE,65+
36,17,2026,800,ALL,ALL,MALE,65+
37,11,2026,209,ALL,ALL,FEMALE,0-4
37,11,2026,220,ALL,ALL,MALE,0-4
37,11,2026,1996,ALL,ALL,FEMALE,15-44
37,11,2026,2012,ALL,ALL,MALE,15-44
37,11,2026,983,ALL,ALL,FEMALE,45-64
37,11,2026,832,ALL,ALL,MALE,45-64
37,11,2026,474,ALL,ALL,FEMALE,5-14
37,11,2026,500,ALL,ALL,MALE,5-14
37,11,2026,506,ALL,ALL,FEMALE,65+
37,11,2026,352,ALL,ALL,MALE,65+
37,12,2026,1728,ALL,ALL,FEMALE,0-4
37,12,2026,1821,ALL,ALL,MALE,0-4
37,12,2026,16511,ALL,ALL,FEMALE,15-44
37,12,2026,16636,ALL,ALL,MALE,15-44
37,12,2026,8127,ALL,ALL,FEMALE,45-64
37,12,2026,6876,ALL,ALL,MALE,45-64
37,12,2026,3923,ALL,ALL,FEMALE,5-14
37,12,2026,4131,ALL,ALL,MALE,5-14
37,12,2026,4185,ALL,ALL,FEMALE,65+
37,12,2026,2910,ALL,ALL,MALE,65+
37,13,2026,2285,ALL,ALL,FEMALE,0-4
37,13,2026,2408,ALL,ALL,MALE,0-4
37,13,2026,21828,ALL,ALL,FEMALE,15-44
37,13,2026,21993,ALL,ALL,MALE,15-44
37,13,2026,10744,ALL,ALL,FEMALE,45-64
37,13,2026,9090,ALL,ALL,MALE,45-64
37,13,2026,5186,ALL,ALL,FEMALE,5-14
37,13,2026,5461,ALL,ALL,MALE,5-14
37,13,2026,5532,ALL,ALL,FEMALE,65+
37,13,2026,3848,ALL,ALL,MALE,65+
37,14,2026,2285,ALL,ALL,FEMALE,0-4
37,14,2026,2407,ALL,ALL,MALE,0-4
37,14,2026,21827,ALL,ALL,FEMALE,15-44
37,14,2026,21993,ALL,ALL,MALE,15-44
37,14,2026,10744,ALL,ALL,FEMALE,45-64
37,14,2026,9090,ALL,ALL,MALE,45-64
37,14,2026,5186,ALL,ALL,FEMALE,5-14
37,14,2026,5461,ALL,ALL,MALE,5-14
37,14,2026,5532,ALL,ALL,FEMALE,65+
37,14,2026,3848,ALL,ALL,MALE,65+
37,15,2026,2285,ALL,ALL,FEMALE,0-4
37,15,2026,2407,ALL,ALL,MALE,0-4
37,15,2026,21828,ALL,ALL,FEMALE,15-44
37,15,2026,21993,ALL,ALL,MALE,15-44
37,15,2026,10744,ALL,ALL,FEMALE,45-64
37,15,2026,9090,ALL,ALL,MALE,45-64
37,15,2026,5186,ALL,ALL,FEMALE,5-14
37,15,2026,5461,ALL,ALL,MALE,5-14
37,15,2026,5532,ALL,ALL,FEMALE,65+
37,15,2026,3847,ALL,ALL,MALE,65+
37,16,2026,2285,ALL,ALL,FEMALE,0-4
37,16,2026,2407,ALL,ALL,MALE,0-4
37,16,2026,21828,ALL,ALL,FEMALE,15-44
37,16,2026,21993,ALL,ALL,MALE,15-44
37,16,2026,10744,ALL,ALL,FEMALE,45-64
37,16,2026,9090,ALL,ALL,MALE,45-64
37,16,2026,5186,ALL,ALL,FEMALE,5-14
37,16,2026,5461,ALL,ALL,MALE,5-14
37,16,2026,5532,ALL,ALL,FEMALE,65+
37,16,2026,3848,ALL,ALL,MALE,65+
37,17,2026,748,ALL,ALL,FEMALE,0-4
37,17,2026,789,ALL,ALL,MALE,0-4
37,17,2026,7150,ALL,ALL,FEMALE,15-44
37,17,2026,7204,ALL,ALL,MALE,15-44
37,17,2026,3520,ALL,ALL,FEMALE,45-64
37,17,2026,2978,ALL,ALL,MALE,45-64
37,17,2026,1699,ALL,ALL,FEMALE,5-14
37,17,2026,1789,ALL,ALL,MALE,5-14
37,17,2026,1812,ALL,ALL,FEMALE,65+
37,17,2026,1260,ALL,ALL,MALE,65+
38,12,2026,159,ALL,ALL,FEMALE,0-4
38,12,2026,168,ALL,ALL,MALE,0-4
38,12,2026,1524,ALL,ALL,FEMALE,15-44
38,12,2026,1535,ALL,ALL,MALE,15-44
38,12,2026,750,ALL,ALL,FEMALE,45-64
38,12,2026,635,ALL,ALL,MALE,45-64
38,12,2026,362,ALL,ALL,FEMALE,5-14
38,12,2026,381,ALL,ALL,MALE,5-14
38,12,2026,386,ALL,ALL,FEMALE,65+
38,12,2026,268,ALL,ALL,MALE,65+
38,13,2026,2128,ALL,ALL,FEMALE,0-4
38,13,2026,2242,ALL,ALL,MALE,0-4
38,13,2026,20328,ALL,ALL,FEMALE,15-44
38,13,2026,20482,ALL,ALL,MALE,15-44
38,13,2026,10006,ALL,ALL,FEMALE,45-64
38,13,2026,8466,ALL,ALL,MALE,45-64
38,13,2026,4830,ALL,ALL,FEMALE,5-14
38,13,2026,5086,ALL,ALL,MALE,5-14
38,13,2026,5152,ALL,ALL,FEMALE,65+
38,13,2026,3583,ALL,ALL,MALE,65+
38,14,2026,2285,ALL,ALL,FEMALE,0-4
38,14,2026,2407,ALL,ALL,MALE,0-4
38,14,2026,21828,ALL,ALL,FEMALE,15-44
38,14,2026,21993,ALL,ALL,MALE,15-44
38,14,2026,10744,ALL,ALL,FEMALE,45-64
38,14,2026,9090,ALL,ALL,MALE,45-64
38,14,2026,5186,ALL,ALL,FEMALE,5-14
38,14,2026,5461,ALL,ALL,MALE,5-14
38,14,2026,5532,ALL,ALL,FEMALE,65+
38,14,2026,3848,ALL,ALL,MALE,65+
38,15,2026,2285,ALL,ALL,FEMALE,0-4
38,15,2026,2407,ALL,ALL,MALE,0-4
38,15,2026,21828,ALL,ALL,FEMALE,15-44
38,15,2026,21993,ALL,ALL,MALE,15-44
38,15,2026,10744,ALL,ALL,FEMALE,45-64
38,15,2026,9090,ALL,ALL,MALE,45-64
38,15,2026,5186,ALL,ALL,FEMALE,5-14
38,15,2026,5461,ALL,ALL,MALE,5-14
38,15,2026,5532,ALL,ALL,FEMALE,65+
38,15,2026,3848,ALL,ALL,MALE,65+
38,16,2026,2285,ALL,ALL,FEMALE,0-4
38,16,2026,2407,ALL,ALL,MALE,0-4
38,16,2026,21828,ALL,ALL,FEMALE,15-44
38,16,2026,21993,ALL,ALL,MALE,15-44
38,16,2026,10744,ALL,ALL,FEMALE,45-64
38,16,2026,9090,ALL,ALL,MALE,45-64
38,16,2026,5186,ALL,ALL,FEMALE,5-14
38,16,2026,5461,ALL,ALL,MALE,5-14
38,16,2026,5532,ALL,ALL,FEMALE,65+
38,16,2026,3848,ALL,ALL,MALE,65+
38,17,2026,679,ALL,ALL,FEMALE,0-4
38,17,2026,716,ALL,ALL,MALE,0-4
38,17,2026,6489,ALL,ALL,FEMALE,15-44
38,17,2026,6539,ALL,ALL,MALE,15-44
38,17,2026,3194,ALL,ALL,FEMALE,45-64
38,17,2026,2703,ALL,ALL,MALE,45-64
38,17,2026,1542,ALL,ALL,FEMALE,5-14
38,17,2026,1624,ALL,ALL,MALE,5-14
38,17,2026,1645,ALL,ALL,FEMALE,65+
38,17,2026,1144,ALL,ALL,MALE,65+
39,13,2026,1376,ALL,ALL,FEMALE,0-4
39,13,2026,1450,ALL,ALL,MALE,0-4
39,13,2026,13145,ALL,ALL,FEMALE,15-44
39,13,2026,13245,ALL,ALL,MALE,15-44
39,13,2026,6471,ALL,ALL,FEMALE,45-64
39,13,2026,5475,ALL,ALL,MALE,45-64
39,13,2026,3123,ALL,ALL,FEMALE,5-14
39,13,2026,3289,ALL,ALL,MALE,5-14
39,13,2026,3332,ALL,ALL,FEMALE,65+
39,13,2026,2317,ALL,ALL,MALE,65+
39,14,2026,2285,ALL,ALL,FEMALE,0-4
39,14,2026,2407,ALL,ALL,MALE,0-4
39,14,2026,21827,ALL,ALL,FEMALE,15-44
39,14,2026,21993,ALL,ALL,MALE,15-44
39,14,2026,10744,ALL,ALL,FEMALE,45-64
39,14,2026,9090,ALL,ALL,MALE,45-64
39,14,2026,5186,ALL,ALL,FEMALE,5-14
39,14,2026,5461,ALL,ALL,MALE,5-14
39,14,2026,5532,ALL,ALL,FEMALE,65+
39,14,2026,3848,ALL,ALL,MALE,65+
39,15,2026,2285,ALL,ALL,FEMALE,0-4
39,15,2026,2407,ALL,ALL,MALE,0-4
39,15,2026,21827,ALL,ALL,FEMALE,15-44
39,15,2026,21993,ALL,ALL,MALE,15-44
39,15,2026,10744,ALL,ALL,FEMALE,45-64
39,15,2026,9090,ALL,ALL,MALE,45-64
39,15,2026,5186,ALL,ALL,FEMALE,5-14
39,15,2026,5461,ALL,ALL,MALE,5-14
39,15,2026,5532,ALL,ALL,FEMALE,65+
39,15,2026,3848,ALL,ALL,MALE,65+
39,16,2026,2279,ALL,ALL,FEMALE,0-4
39,16,2026,2402,ALL,ALL,MALE,0-4
39,16,2026,21777,ALL,ALL,FEMALE,15-44
39,16,2026,21942,ALL,ALL,MALE,15-44
39,16,2026,10720,ALL,ALL,FEMALE,45-64
39,16,2026,9069,ALL,ALL,MALE,45-64
39,16,2026,5174,ALL,ALL,FEMALE,5-14
39,16,2026,5449,ALL,ALL,MALE,5-14
39,16,2026,5519,ALL,ALL,FEMALE,65+
39,16,2026,3839,ALL,ALL,MALE,65+
39,17,2026,89,ALL,ALL,FEMALE,0-4
39,17,2026,94,ALL,ALL,MALE,0-4
39,17,2026,852,ALL,ALL,FEMALE,15-44
39,17,2026,859,ALL,ALL,MALE,15-44
39,17,2026,420,ALL,ALL,FEMALE,45-64
39,17,2026,355,ALL,ALL,MALE,45-64
39,17,2026,203,ALL,ALL,FEMALE,5-14
39,17,2026,213,ALL,ALL,MALE,5-14
39,17,2026,216,ALL,ALL,FEMALE,65+
39,17,2026,150,ALL,ALL,MALE,65+
40,13,2026,226,ALL,ALL,FEMALE,0-4
40,13,2026,238,ALL,ALL,MALE,0-4
40,13,2026,2159,ALL,ALL,FEMALE,15-44
40,13,2026,2175,ALL,ALL,MALE,15-44
40,13,2026,1063,ALL,ALL,FEMALE,45-64
40,13,2026,899,ALL,ALL,MALE,45-64
40,13,2026,513,ALL,ALL,FEMALE,5-14
40,13,2026,540,ALL,ALL,MALE,5-14
40,13,2026,547,ALL,ALL,FEMALE,65+
40,13,2026,380,ALL,ALL,MALE,65+
40,14,2026,1395,ALL,ALL,FEMALE,0-4
40,14,2026,1471,ALL,ALL,MALE,0-4
40,14,2026,13333,ALL,ALL,FEMALE,15-44
40,14,2026,13434,ALL,ALL,MALE,15-44
40,14,2026,6563,ALL,ALL,FEMALE,45-64
40,14,2026,5553,ALL,ALL,MALE,45-64
40,14,2026,3168,ALL,ALL,FEMALE,5-14
40,14,2026,3336,ALL,ALL,MALE,5-14
40,14,2026,3379,ALL,ALL,FEMALE,65+
40,14,2026,2350,ALL,ALL,MALE,65+
40,15,2026,2285,ALL,ALL,FEMALE,0-4
40,15,2026,2407,ALL,ALL,MALE,0-4
40,15,2026,21827,ALL,ALL,FEMALE,15-44
40,15,2026,21993,ALL,ALL,MALE,15-44
40,15,2026,10744,ALL,ALL,FEMALE,45-64
40,15,2026,9090,ALL,ALL,MALE,45-64
40,15,2026,5186,ALL,ALL,FEMALE,5-14
40,15,2026,5461,ALL,ALL,MALE,5-14
40,15,2026,5532,ALL,ALL,FEMALE,65+
40,15,2026,3848,ALL,ALL,MALE,65+
40,16,2026,2285,ALL,ALL,FEMALE,0-4
40,16,2026,2407,ALL,ALL,MALE,0-4
40,16,2026,21828,ALL,ALL,FEMALE,15-44
40,16,2026,21993,ALL,ALL,MALE,15-44
40,16,2026,10744,ALL,ALL,FEMALE,45-64
40,16,2026,9090,ALL,ALL,MALE,45-64
40,16,2026,5186,ALL,ALL,FEMALE,5-14
40,16,2026,5461,ALL,ALL,MALE,5-14
40,16,2026,5532,ALL,ALL,FEMALE,65+
40,16,2026,3848,ALL,ALL,MALE,65+
40,17,2026,897,ALL,ALL,FEMALE,0-4
40,17,2026,945,ALL,ALL,MALE,0-4
40,17,2026,8567,ALL,ALL,FEMALE,15-44
40,17,2026,8632,ALL,ALL,MALE,15-44
40,17,2026,4217,ALL,ALL,FEMALE,45-64
40,17,2026,3568,ALL,ALL,MALE,45-64
40,17,2026,2036,ALL,ALL,FEMALE,5-14
40,17,2026,2144,ALL,ALL,MALE,5-14
40,17,2026,2171,ALL,ALL,FEMALE,65+
40,17,2026,1510,ALL,ALL,MALE,65+
41,14,2026,696,ALL,ALL,FEMALE,0-4
41,14,2026,733,ALL,ALL,MALE,0-4
41,14,2026,6648,ALL,ALL,FEMALE,15-44
41,14,2026,6698,ALL,ALL,MALE,15-44
41,14,2026,3272,ALL,ALL,FEMALE,45-64
41,14,2026,2769,ALL,ALL,MALE,45-64
41,14,2026,1580,ALL,ALL,FEMALE,5-14
41,14,2026,1663,ALL,ALL,MALE,5-14
41,14,2026,1685,ALL,ALL,FEMALE,65+
41,14,2026,1172,ALL,ALL,MALE,65+
41,15,2026,1233,ALL,ALL,FEMALE,0-4
41,15,2026,1300,ALL,ALL,MALE,0-4
41,15,2026,11786,ALL,ALL,FEMALE,15-44
41,15,2026,11875,ALL,ALL,MALE,15-44
41,15,2026,5802,ALL,ALL,FEMALE,45-64
41,15,2026,4909,ALL,ALL,MALE,45-64
41,15,2026,2800,ALL,ALL,FEMALE,5-14
41,15,2026,2949,ALL,ALL,MALE,5-14
41,15,2026,2987,ALL,ALL,FEMALE,65+
41,15,2026,2077,ALL,ALL,MALE,65+
41,16,2026,724,ALL,ALL,FEMALE,0-4
41,16,2026,763,ALL,ALL,MALE,0-4
41,16,2026,6917,ALL,ALL,FEMALE,15-44
41,16,2026,6970,ALL,ALL,MALE,15-44
41,16,2026,3405,ALL,ALL,FEMALE,45-64
41,16,2026,2881,ALL,ALL,MALE,45-64
41,16,2026,1644,ALL,ALL,FEMALE,5-14
41,16,2026,1731,ALL,ALL,MALE,5-14
41,16,2026,1753,ALL,ALL,FEMALE,65+
41,16,2026,1219,ALL,ALL,MALE,65+
41,17,2026,216,ALL,ALL,FEMALE,0-4
41,17,2026,227,ALL,ALL,MALE,0-4
41,17,2026,2063,ALL,ALL,FEMALE,15-44
41,17,2026,2078,ALL,ALL,MALE,15-44
41,17,2026,1016,ALL,ALL,FEMALE,45-64
41,17,2026,859,ALL,ALL,MALE,45-64
41,17,2026,490,ALL,ALL,FEMALE,5-14
41,17,2026,516,ALL,ALL,MALE,5-14
41,17,2026,523,ALL,ALL,FEMALE,65+
41,17,2026,363,ALL,ALL,MALE,65+
