year,month,n_total,n_flag_iqr15,n_flag_iqr30,mean_value,std_value,variable,pct_flag_iqr15,pct_flag_iqr30
2023,11,254,31,9,0.0001220362045759313,0.00017906331934930763,adv_proxy_NO2_grid,12.204724409448819,3.543307086614173
2023,12,254,28,7,0.00011568719316383666,0.00016634137714040102,adv_proxy_NO2_grid,11.023622047244094,2.7559055118110236
2024,1,254,40,22,0.00016691920286338095,0.00025703251919734557,adv_proxy_NO2_grid,15.748031496062993,8.661417322834646
2024,2,254,36,13,0.00013346197182788642,0.00020599077405726997,adv_proxy_NO2_grid,14.173228346456693,5.118110236220472
2024,3,254,38,12,0.0001236642115820045,0.00020675595483167394,adv_proxy_NO2_grid,14.960629921259843,4.724409448818897
2024,4,254,32,13,0.00012837313326717072,0.00020438375508693906,adv_proxy_NO2_grid,12.598425196850394,5.118110236220472
2024,5,254,42,18,0.0001484985254789336,0.000229879568781169,adv_proxy_NO2_grid,16.53543307086614,7.086614173228346
2024,6,254,40,18,0.00015697877710362047,0.00021728033111469714,adv_proxy_NO2_grid,15.748031496062993,7.086614173228346
2024,7,254,48,31,0.00019174894990010277,0.0003127253081409968,adv_proxy_NO2_grid,18.89763779527559,12.204724409448819
2024,8,254,49,27,0.0001814720977579053,0.0003224501382232772,adv_proxy_NO2_grid,19.291338582677167,10.62992125984252
2024,9,254,30,16,0.00012977106290229705,0.00022715681639500602,adv_proxy_NO2_grid,11.811023622047244,6.299212598425197
2024,10,254,19,8,0.00010292293646543256,0.00019362989856111967,adv_proxy_NO2_grid,7.480314960629921,3.1496062992125986
2024,11,254,27,9,0.00011793738341805153,0.0002065844614604726,adv_proxy_NO2_grid,10.62992125984252,3.543307086614173
2024,12,254,17,3,9.028958085125157e-05,0.00013717760875625154,adv_proxy_NO2_grid,6.692913385826771,1.1811023622047243
