Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presion,Precipitacion,Precipitacion_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_PM25,grad_PM25,adv_proxy_PM25
TUNJUELITO,2023-10-01,27.792946851290584,16.311158192090396,13.563096960926195,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.9516129032258064,0.928763440860215,0.95497311827957,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-32.97600140002174,0.0016656334459773721,0.0015184129413974366
USAQUEN,2023-10-01,10.927966101694915,13.994263565891472,19.441117478510023,19.38935483870968,80.40064516129033,0.9116129032258063,,200.76,6.476129032258064,0.8669354838709677,0.9381720430107529,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,11.487231178566855,0.00043153496608452105,0.0003933928432757601
BARRIOS UNIDOS,2023-11-01,11.30366568914956,12.227165932452277,12.69297709923664,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9458333333333332,0.9097222222222222,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,7.209335212080289,0.000540665104797729,0.000534717788644954
CIUDAD BOLIVAR,2023-11-01,15.82274052478134,,,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,,,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,0.7397634694981452,0.0005328473998029913,0.0005269860784051584
ENGATIVA,2023-11-01,14.365848680463262,16.313752122241084,8.937820970757503,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.8180555555555555,0.9055555555555557,0.95625,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,2.816954346689373,0.0006734133532691737,0.0006660058063832127
FONTIBON,2023-11-01,20.041067257069137,22.210061627102128,14.430232558139537,21.15983333333333,79.9895,1.0395,,180.135,6.0045,0.9458333333333334,0.8958333333333334,0.9409722222222222,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-10.66291604535946,0.0007618961208583566,0.0007919910176322618
KENNEDY,2023-11-01,20.524669603524227,20.643906020558003,9.721764705882354,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9458333333333332,0.9444444444444444,0.9458333333333332,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-3.57590819340955,0.0008792858129515285,0.0008696136690090617
PUENTE ARANDA,2023-11-01,12.18471615720524,,8.772205882352942,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,,0.9444444444444444,0.9541666666666668,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,24.312605776657723,0.0016283633815163637,0.0016104513843196837
SAN CRISTOBAL,2023-11-01,10.25095168374817,11.798956780923994,,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9319444444444444,,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,21.77394575070995,0.0008342921809220003,0.0008251149669318583
SUBA,2023-11-01,11.910773725044644,15.851230909669473,10.021233161446679,17.529555555555557,83.32133333333333,0.96,,171.87333333333333,5.72911111111111,0.875,0.9361111111111112,0.9472222222222221,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-1.1696882110847984,0.0002944871308185447,0.0002827076455858029
TEUSAQUILLO,2023-11-01,14.569767441860463,16.856632653061226,,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.8166666666666667,,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-0.17985322215745292,0.0007684861296092242,0.0007600327821835227
TUNJUELITO,2023-11-01,25.772317202888754,13.820117474302496,,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9458333333333332,0.45,0.9465277777777776,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-34.35661416418863,0.0017492799866872303,0.0017300379068336707
USAQUEN,2023-11-01,8.893118594436311,11.088626292466763,15.8925,19.18,81.34533333333334,0.989,,170.2,5.673333333333333,0.9402777777777778,0.9444444444444444,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,10.900932311348532,0.00043172077336226097,0.00042697184485527607
BARRIOS UNIDOS,2023-12-01,15.020319303338171,12.866666666666664,13.17349926793558,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9193548387096774,0.918010752688172,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,8.716802887604564,0.000656205987064134,0.0006739870525200654
CIUDAD BOLIVAR,2023-12-01,21.84698972099853,,,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,,,0.9153225806451613,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,-5.197265050323891,0.0005081567787670238,0.0005219261882561947
ENGATIVA,2023-12-01,18.410412373533283,18.21622807017544,9.324848422301917,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9193548387096774,0.9166666666666666,0.9240591397849462,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,3.456730883661537,0.0007560789537072911,0.0007765662543883919
FONTIBON,2023-12-01,24.5686676237762,22.537227034120736,14.156111929307803,21.518709677419356,78.97112903225806,0.9980645161290322,,125.095,4.035322580645161,0.8299731182795699,0.9126344086021504,0.8541666666666667,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-9.486506680922272,0.0009039144903169816,0.000902164978400239
KENNEDY,2023-12-01,26.71010273972603,20.36579330422125,10.976204379562043,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9233870967741936,0.9206989247311828,0.7849462365591398,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-10.445779048327857,0.0009640132994073111,0.0009901349501009286
PUENTE ARANDA,2023-12-01,16.268367346938778,,9.165739385065883,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.4583333333333333,0.918010752688172,0.922043010752688,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,25.851475976191963,0.0017479362010903911,0.0017952996336360663
SAN CRISTOBAL,2023-12-01,15.227842565597667,13.887334315169367,,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9126344086021504,,0.922043010752688,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,18.531314927428042,0.0007103949055965603,0.0007296443159417575
SUBA,2023-12-01,15.463766795218001,15.98164568361932,8.892815025220386,17.918602150537634,83.40720430107525,0.96752688172043,,142.51666666666665,4.597311827956989,0.8776881720430106,0.9135304659498207,0.8870967741935484,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-1.1806853268583488,0.0003478253773260616,0.0003365304027075163
TEUSAQUILLO,2023-12-01,19.098981077147016,16.81119515885023,,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.8884408602150538,0.532258064516129,0.9233870967741936,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-1.4395889573878993,0.0008849743314893584,0.0009089542811168119
TUNJUELITO,2023-12-01,28.84749420013525,14.074743024963288,,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9153225806451613,0.1384408602150537,0.8783602150537634,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-28.33616994814328,0.0014477913139109625,0.0014870217882233885
USAQUEN,2023-12-01,11.7798833819242,13.224447717231222,18.35338235294117,19.54258064516129,80.67806451612903,1.0270967741935484,,133.78,4.315483870967742,0.9126344086021504,0.913978494623656,0.922043010752688,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,13.554848326316854,0.0005359081703396772,0.0005504295530198492
BARRIOS UNIDOS,2024-01-01,17.83051724137931,12.119129082426127,18.97507788161994,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.864247311827957,0.8629032258064516,0.7795698924731183,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,3.988924340912117,0.00032137459237494096,0.00043696577640657303
ENGATIVA,2024-01-01,19.50361445783133,17.451223241590213,12.80561256529558,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.8790322580645161,0.8716397849462365,0.7298387096774194,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.598995904154258,0.0006948837721201553,0.0009448177740278888
FONTIBON,2024-01-01,26.204568862785152,22.42997424128327,18.69661971830985,22.37225806451613,69.49645161290323,1.1646774193548388,,26.465,0.8537096774193548,0.9522849462365591,0.9543010752688172,0.9220430107526882,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-16.078677640828467,0.001047652262269584,0.0012201769332013978
KENNEDY,2024-01-01,22.95666131621188,21.567957746478875,13.670128022759602,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.7634408602150538,0.9448924731182796,0.8373655913978495,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,3.973939709236568,0.0008481944188941691,0.001153270798593201
PUENTE ARANDA,2024-01-01,17.90210843373494,19.174537695590328,13.020733427362485,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9448924731182796,0.952956989247312,0.8924731182795699,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,18.062335549842945,0.0012107970327708644,0.0016462933848803852
SAN CRISTOBAL,2024-01-01,15.777470930232557,10.764356435643563,15.083028286189684,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9502688172043012,0.8077956989247311,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,19.381695177873162,0.0007375140972559086,0.0010027812644947275
SUBA,2024-01-01,19.281842058297844,16.456144917193175,11.607504953421051,18.046021505376345,75.65763440860215,1.3188172043010755,,15.126666666666665,0.48795698924731185,0.9368279569892474,0.9493727598566308,0.9511648745519713,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-5.098136365668788,0.00027756328909969756,0.0003660552409470743
TEUSAQUILLO,2024-01-01,20.07475317348378,15.072946175637394,18.70056657223796,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9489247311827956,0.9489247311827956,0.952956989247312,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,1.7129350174480606,0.0006811816795856876,0.0009261873482108625
TUNJUELITO,2024-01-01,28.73724636135211,11.895056497175142,18.725671641791045,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9516129032258064,0.9005376344086021,0.9563172043010753,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-29.575498403876953,0.0015013679738156887,0.002041376132139719
USAQUEN,2024-01-01,15.413258110014104,11.276803394625176,23.606638418079097,20.018387096774195,71.83064516129032,1.3596774193548389,,19.18,0.6187096774193548,0.9502688172043012,0.9516129032258064,0.952956989247312,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,10.376199427466174,0.00043675862756453607,0.0005938508436079096
BARRIOS UNIDOS,2024-02-01,17.909618320610686,13.241232227488153,17.010091743119265,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9094827586206896,0.9396551724137931,0.9410919540229884,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,2.666837779063588,0.0003473469109210813,0.0004214875101832017
ENGATIVA,2024-02-01,,16.385551948051948,10.142137349610064,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.8850574712643678,0.9181034482758621,0.5201149425287356,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,,,
FONTIBON,2024-02-01,26.247609826452926,21.562178331916044,14.311332312404287,22.743620689655174,73.05413793103448,1.2101724137931034,,90.89500000000001,3.134310344827586,0.9245689655172413,0.9382183908045976,0.9346264367816093,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-11.592663261928404,0.0009177057060878165,0.001110582129487997
KENNEDY,2024-02-01,20.876992481203008,15.52308868501529,14.246341463414634,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9396551724137931,0.942528735632184,0.9554597701149424,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,10.26021089286078,0.0008743883326711473,0.0010610250147137128
PUENTE ARANDA,2024-02-01,18.46051051051052,18.3910094637224,12.51391830559758,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9109195402298852,0.9497126436781608,0.956896551724138,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,13.704092858952244,0.0009076304493866766,0.0011013626039281775
SAN CRISTOBAL,2024-02-01,16.435649546827793,12.885407066052228,8.909259259259258,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9353448275862069,0.9310344827586208,0.9511494252873564,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,17.362193779307937,0.0006624433367432523,0.0008038407248274153
SUBA,2024-02-01,17.848794321478028,16.139061619877623,10.578397178019316,18.875632183908046,77.84367816091954,1.1496551724137931,,62.550000000000004,2.156896551724138,0.8979885057471265,0.903256704980843,0.9377394636015327,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-2.0036565968551727,0.00018035286023489,0.00020734359862866318
TEUSAQUILLO,2024-02-01,20.02556390977444,18.531722054380666,13.501978691019788,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9511494252873564,0.9439655172413792,0.9554597701149424,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,2.541046928250811,0.0006219443061021833,0.0007546972459219251
TUNJUELITO,2024-02-01,28.183067999506356,13.910599078341011,17.902137404580152,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9353448275862069,0.9410919540229884,0.9504310344827587,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-28.776051459977747,0.0014621512784269931,0.0017742449478567546
USAQUEN,2024-02-01,15.784313725490197,13.533533834586464,23.31979010494753,20.71896551724138,74.39793103448275,1.2134482758620688,,67.75,2.336206896551724,0.9554597701149424,0.9583333333333334,0.9525862068965516,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,4.189785191108321,0.00028961796399803574,0.0003514364190720992
BARRIOS UNIDOS,2024-03-01,26.43870056497175,13.08406827880512,21.721448863636365,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.9448924731182796,0.946236559139785,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,7.2154103909152205,0.0005173247605197237,0.0005999298432478731
ENGATIVA,2024-03-01,29.203651685393258,15.127643504531722,14.09880682680859,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.8897849462365591,0.9509408602150538,0.956989247311828,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,3.1618387505649395,0.0006631174651346017,0.0007690023506964171
FONTIBON,2024-03-01,35.01060519676593,24.321233277812226,21.07852062588905,23.543064516129032,70.11258064516129,1.136290322580645,,79.965,2.5795161290322577,0.944220430107527,0.9448924731182796,0.9536290322580646,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-17.70608629713304,0.0011321014119010583,0.0012863958785230573
KENNEDY,2024-03-01,28.79858956276446,18.94836415362732,16.555728429985855,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.9448924731182796,0.9502688172043012,0.952956989247312,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,15.73194681330871,0.0009698475687196553,0.0011247103256603744
PUENTE ARANDA,2024-03-01,28.00437235543018,20.519686162624826,15.23655761024182,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.9422043010752688,0.9448924731182796,0.952956989247312,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,13.221698490886922,0.0008616141923142036,0.0009991945230224393
SAN CRISTOBAL,2024-03-01,25.45779220779221,12.314163090128757,9.974090247452692,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.939516129032258,0.9233870967741936,0.8279569892473119,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,20.06722172646656,0.0007673501890075223,0.0008898786869296912
SUBA,2024-03-01,28.071441181007625,16.08661928305568,12.256534954407295,19.50559139784946,75.96924731182796,1.1235483870967744,,84.13,2.713870967741935,0.903673835125448,0.8543906810035842,0.949820788530466,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-3.386378072318884,0.0002649475929525882,0.0002976814407270532
TEUSAQUILLO,2024-03-01,29.323488045007032,15.681934566145092,18.39316239316239,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.9448924731182796,0.9435483870967742,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,1.483213982146765,0.0006518025451481242,0.0007558806934862924
TUNJUELITO,2024-03-01,39.112737949405975,13.132386363636364,23.46591230551627,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.946236559139785,0.9502688172043012,0.9153225806451613,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-35.077459722231076,0.0017822049387099706,0.002066782824084627
USAQUEN,2024-03-01,25.185593220338983,,29.4736170212766,21.388387096774192,71.98322580645161,1.1596774193548387,,80.08,2.5832258064516127,0.4448924731182795,0.9475806451612904,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,8.157013770355682,0.00033718463241236355,0.00039102540436207966
BARRIOS UNIDOS,2024-04-01,20.69983844911147,15.20352422907489,17.15066079295154,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9458333333333332,0.9458333333333332,0.8597222222222223,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,9.686223871763417,0.000703667318350453,0.0006900630835290108
ENGATIVA,2024-04-01,24.001317715959008,20.967627118644067,11.673722917467924,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.8194444444444444,0.8868055555555555,0.70625,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,0.9063804933609703,0.0005199654334636934,0.0005099127684167286
FONTIBON,2024-04-01,27.352730315493723,26.875638809519202,18.522254758418743,22.408166666666666,76.00800000000001,0.966,,245.18,8.172666666666666,0.9472222222222222,0.9486111111111112,0.9548611111111112,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-8.952362791759185,0.0005881771775962104,0.0005681791535579392
KENNEDY,2024-04-01,24.246745562130176,21.99868035190616,14.060850439882698,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9472222222222222,0.9472222222222222,0.9388888888888888,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,9.62175634592899,0.0006880578989610324,0.0006747554462477858
PUENTE ARANDA,2024-04-01,22.926656626506023,25.16834319526627,12.445757575757575,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9388888888888888,0.9166666666666666,0.9222222222222224,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,12.407146649564677,0.0008269736140474607,0.0008109854575092097
SAN CRISTOBAL,2024-04-01,19.445772594752185,14.42589285714286,,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9333333333333332,0.6888888888888889,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,21.52970980920204,0.0008102277382890325,0.0007945633353487778
SUBA,2024-04-01,22.505703533803104,17.69618202976695,12.455458820158285,18.736444444444444,79.23422222222223,0.9877777777777776,,213.4333333333333,7.114444444444444,0.9092592592592593,0.9273148148148148,0.9467592592592592,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-4.6036581400425405,0.0003662680524605167,0.0003617914429304437
TEUSAQUILLO,2024-04-01,24.8577648766328,19.174631268436578,16.185777777777776,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9416666666666668,0.9375,0.9569444444444444,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-3.5940692387871813,0.0006812695595110941,0.000668098348027213
TUNJUELITO,2024-04-01,32.08260609031977,15.269277108433734,19.506015037593983,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.9222222222222224,0.9236111111111112,0.9027777777777777,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-29.62864348757093,0.0014900090217871559,0.0014612021806992706
USAQUEN,2024-04-01,18.21229629629629,,26.0531914893617,20.540666666666667,76.39433333333334,0.9806666666666666,,223.34,7.444666666666666,0.6125,0.9138888888888888,0.9375,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,12.56997080998471,0.0005175766067838889,0.0005075701257194003
BARRIOS UNIDOS,2024-05-01,8.1163610719323,9.72135785007072,8.284582743988684,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9502688172043012,0.9502688172043012,0.952956989247312,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,4.487761260927368,0.00037590385015577095,0.00036317162297307544
ENGATIVA,2024-05-01,8.6580195238625,13.164113475177306,6.112661299531803,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.726478494623656,0.8904569892473118,0.9536290322580646,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,9.400894135192964,0.0007745254519157791,0.0007482915253186316
FONTIBON,2024-05-01,15.989955910516235,19.608771548602057,7.668926553672317,21.394354838709674,83.19677419354838,1.159516129032258,,360.305,11.622741935483871,0.9475806451612903,0.9516129032258064,0.926747311827957,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-15.467754091252726,0.0010470308320940916,0.001214049137407165
KENNEDY,2024-05-01,12.575458392101552,18.381985815602835,5.498290598290598,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9475806451612904,0.9435483870967742,0.952956989247312,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,5.846954923419691,0.0007787269928186085,0.0007523507559650748
PUENTE ARANDA,2024-05-01,8.91018922852984,17.776888888888887,5.448676470588235,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.907258064516129,0.913978494623656,0.9233870967741936,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,15.786711391522235,0.001063085803210245,0.001027078058262801
SAN CRISTOBAL,2024-05-01,6.244159544159544,8.64354136429608,2.95687134502924,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9260752688172044,0.9193548387096774,0.9435483870967742,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,20.11953128106141,0.0007593597384640299,0.00073363948925799
SUBA,2024-05-01,8.46260924764746,11.930332045131403,5.860803863828058,18.091827956989246,84.56021505376344,1.008817204301075,,378.76,12.218064516129033,0.8620071684587813,0.8991935483870969,0.939068100358423,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-3.7525714409328925,0.0002256161971383561,0.0002276055012421566
TEUSAQUILLO,2024-05-01,11.268635724331928,12.021194879089617,7.793009985734664,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9448924731182796,0.9422043010752688,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-0.7894009620174085,0.000720872033147579,0.0006964553997667737
TUNJUELITO,2024-05-01,18.673184960678274,7.492582025677604,9.4140625,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.9422043010752688,0.946236559139785,0.95497311827957,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-28.289747717243884,0.001429304310325333,0.0013808923901368942
USAQUEN,2024-05-01,4.8608757062146895,6.378172588832487,13.524573863636364,19.726774193548387,82.56838709677419,0.9661290322580643,,371.83,11.994516129032258,0.7943548387096774,0.946236559139785,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,10.65436272479819,0.00044164986329715074,0.00042669075502418263
BARRIOS UNIDOS,2024-06-01,7.140393343419063,9.262865497076024,8.336988304093568,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.95,0.95,0.9180555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,5.323067612448915,0.000433843141188291,0.0004903873639231648
ENGATIVA,2024-06-01,8.163904505451201,14.131119908727408,6.0169497256356745,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.9493055555555556,0.9479166666666665,0.9388888888888889,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,7.085740903451205,0.0006562931531228223,0.0007418300274131634
FONTIBON,2024-06-01,13.890394409719077,19.38824224989949,7.936310395314788,20.70883333333333,82.4705,1.2726666666666666,,265.92,8.864,0.9472222222222222,0.9486111111111112,0.8784722222222222,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-11.077521678030614,0.0007618507105489005,0.0009695820042919007
KENNEDY,2024-06-01,11.883090379008747,19.318235294117645,5.461820851688693,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.9444444444444444,0.9458333333333332,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,3.713320349484869,0.0006775017763178572,0.0007658028411646178
PUENTE ARANDA,2024-06-01,8.033676470588235,18.357886904761905,5.465491923641704,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.9333333333333332,0.9458333333333332,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,15.76724824011451,0.0010663423280908146,0.0012053222781853172
SAN CRISTOBAL,2024-06-01,5.638879456706282,9.179294478527607,4.0132275132275135,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.9055555555555556,0.7875,0.8180555555555555,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,19.102225373339856,0.0007202611033041194,0.0008141351337680895
SUBA,2024-06-01,7.757658321945692,12.384527898909923,7.216330885952031,17.296777777777777,83.93222222222222,1.1386666666666665,,249.93666666666664,8.331222222222223,0.9231481481481482,0.8203703703703703,0.8967592592592593,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-2.655000646378574,0.00017677307030184765,0.00020128560271703716
TEUSAQUILLO,2024-06-01,10.546666666666669,12.427753303964757,7.370501474926254,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.9458333333333332,0.9416666666666668,0.9375,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-2.5755357762736306,0.0006956056690736388,0.0007862662746095697
TUNJUELITO,2024-06-01,17.4385206062038,,8.883691756272402,19.017666666666667,81.55966666666667,1.1303333333333332,,247.96,8.265333333333334,0.7138888888888889,0.775,0.8666666666666667,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-26.759915512308133,0.001353321242967286,0.0015297041116340221
