Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presión,Precipitación,Precipitación_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_NO2,grad_NO2,adv_proxy_NO2
ENGATIVA,2022-08-01,12.799915847358774,15.383267343247942,8.202418306244654,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.907258064516129,0.9193548387096775,0.9314516129032258,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-1.9042884965733684,0.0007611370936580726,0.0009253953890313792
FONTIBON,2022-08-01,18.296482264692973,20.23119331500109,19.071069182389937,19.961129032258064,77.4908064516129,1.3156451612903226,,148.11,4.777741935483871,0.924731182795699,0.8548387096774194,0.9516129032258065,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-13.479683461648452,0.0012099179993257875,0.0015918227613710401
KENNEDY,2022-08-01,,,,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.4690860215053763,0.4690860215053763,0.4731182795698925,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2022-08-01,11.735203366058908,16.554468085106382,8.98147100424328,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9475806451612904,0.9502688172043012,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-9.76751221454318,0.0010755872419148562,0.0013077059079926107
SAN CRISTOBAL,2022-08-01,7.874824191279887,9.85449275362319,11.37001414427157,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9274193548387096,0.9502688172043012,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,10.3324137799064,0.00037948462321944055,0.0004613798531980876
SUBA,2022-08-01,11.443339642334372,12.762390512537769,8.188305574472366,16.30279569892473,80.7810752688172,1.1998924731182796,,178.99333333333334,5.773978494623656,0.9215949820788532,0.9126344086021505,0.8906810035842293,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-2.919799943145751,0.00041766477094646015,0.0005011528149453278
TEUSAQUILLO,2022-08-01,9.582025677603424,11.599435825105784,13.842756680731366,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.952956989247312,0.9556451612903226,0.9422043010752688,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,14.402238317853703,0.0008896248183312994,0.0010816115936421507
TUNJUELITO,2022-08-01,16.91235632183908,11.7419881305638,15.26235294117647,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9059139784946236,0.913978494623656,0.5349462365591398,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,2.92498457760197,0.0005663383533760995,0.0006885578238304901
USAQUEN,2022-08-01,8.582510578279267,7.569219858156028,,18.116774193548387,77.78548387096774,1.2158064516129032,,162.59,5.24483870967742,0.9475806451612904,0.6505376344086021,0.952956989247312,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,17.85288267438121,0.0007165019867478436,0.0008711277380814912
BARRIOS UNIDOS,2022-09-01,16.013254786450663,,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.7402777777777778,,0.9430555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,,,
ENGATIVA,2022-09-01,17.24175323774741,23.429806259314457,9.680358777464075,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.7993055555555555,0.9486111111111113,0.9361111111111112,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-5.813331116832998,0.0005304139597345196,0.0005334196388396819
FONTIBON,2022-09-01,22.202716384496384,24.102835157318744,,20.801333333333332,76.13,1.0803333333333334,,128.60500000000002,4.286833333333334,0.9201388888888888,0.2555555555555555,0.9402777777777778,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-7.8324178108458575,0.0005767740534457065,0.0006231082357391782
KENNEDY,2022-09-01,,,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.2666666666666666,0.2680555555555555,0.2680555555555555,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2022-09-01,17.999137931034483,22.24,9.53284457478006,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9444444444444444,0.9472222222222222,0.8055555555555556,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-9.892073236042304,0.0010981525857570412,0.0011043754504096645
SAN CRISTOBAL,2022-09-01,12.832116788321168,14.483527696793004,11.70381679389313,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9527777777777776,0.9097222222222222,0.9513888888888888,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,13.377343673578679,0.0004926466652105818,0.0004954383296467751
SUBA,2022-09-01,15.82586876488873,16.941684183248004,8.704953691034081,16.900222222222222,80.57522222222222,0.9978888888888888,,150.32333333333335,5.010777777777778,0.9333333333333332,0.9180555555555555,0.9337962962962963,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,3.593340547685706,0.0006533583490553354,0.0006519790369851074
TEUSAQUILLO,2022-09-01,15.215552325581394,16.943446244477173,11.672023809523813,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9430555555555556,0.9333333333333332,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,12.455942668364397,0.0011572002242215321,0.0011637576921587876
TUNJUELITO,2022-09-01,23.28341384863124,17.64448051948052,16.654619124797406,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.8555555555555555,0.8569444444444444,0.8625,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,1.4345666578319616,0.0006228665262070407,0.0006263961031888807
USAQUEN,2022-09-01,13.001453488372093,14.046902654867257,,18.666,78.09733333333334,1.0056666666666667,,135.09,4.503,0.9416666666666668,0.3263888888888889,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,12.277685132827948,0.0006962351670683177,0.0007001804996817049
BARRIOS UNIDOS,2022-10-01,14.637429378531072,,,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.353494623655914,,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,,,
ENGATIVA,2022-10-01,14.779313654279903,16.83984375,12.905225988700565,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.8602150537634409,0.5866935483870968,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,0.5878259103579708,0.0009129667719426689,0.0009689227999004455
FONTIBON,2022-10-01,18.188944745830824,21.70300773774857,20.38755304101839,20.19661290322581,82.00935483870967,1.1224193548387096,,265.915,8.577903225806452,0.8521505376344087,0.9502688172043012,0.9482526881720431,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-11.92981583609086,0.0009573530228845437,0.001074551562298958
KENNEDY,2022-10-01,17.76280400572246,23.774857954545453,15.926099290780142,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.946236559139785,0.9475806451612904,0.939516129032258,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-8.039676830090983,0.0006023405348872025,0.0006392581805738374
PUENTE ARANDA,2022-10-01,15.419943820224718,25.142836041358937,8.490014265335235,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.9099462365591398,0.9422043010752688,0.956989247311828,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-22.650091242484088,0.0016947801690122136,0.0017986537922742526
SAN CRISTOBAL,2022-10-01,14.908563134978229,15.852609308885755,9.165808297567954,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.952956989247312,0.939516129032258,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,6.58856704174894,0.0004721206073103417,0.0005010570316293626
SUBA,2022-10-01,12.627004402383367,17.430046270094227,9.106694951678067,16.80258064516129,84.60849462365591,0.9561290322580644,,252.63666666666666,8.149569892473119,0.8060035842293907,0.6043906810035843,0.849910394265233,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-3.355760153824818,0.00027446967988319646,0.00026242842941090136
TEUSAQUILLO,2022-10-01,13.9070796460177,12.5645056726094,10.748994252873564,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.8293010752688172,0.935483870967742,0.9112903225806452,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,21.716832433888708,0.0022088497077298232,0.002344230818848748
TUNJUELITO,2022-10-01,22.70521861777151,16.43905325443787,14.5671388101983,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.9086021505376344,0.9489247311827956,0.952956989247312,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,15.453143541476537,0.0009504238476143921,0.001008675631823016
USAQUEN,2022-10-01,11.338959212376936,14.664488636363636,,18.324193548387097,83.24870967741936,1.0612903225806452,,252.6,8.148387096774194,0.946236559139785,0.7432795698924731,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,4.940912747366955,0.00034140692280690656,0.0003623318632370073
BARRIOS UNIDOS,2022-11-01,16.372093023255815,12.094729136163984,,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9486111111111112,,0.9555555555555556,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,22.065722970175745,0.0013755876908024545,0.0013361541769994509
ENGATIVA,2022-11-01,16.37605179715265,18.98290854572714,7.382033549944257,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9263888888888888,0.9055555555555554,0.9520833333333332,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-5.946186304986252,0.0007069406930102444,0.0006866750598106175
FONTIBON,2022-11-01,19.564311037885584,21.59238731045904,18.644314868804663,19.816666666666666,85.37566666666666,1.0228333333333333,,211.82,7.060666666666666,0.867361111111111,0.9527777777777776,0.9458333333333334,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-7.481319519111512,0.0004535492553583806,0.0004639052966890636
KENNEDY,2022-11-01,19.80396825396825,20.997510980966325,15.608491947291364,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9486111111111112,0.9486111111111112,0.875,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-3.450815560633737,0.00037434020705173976,0.0003636091211162566
PUENTE ARANDA,2022-11-01,17.76807580174927,22.05157894736842,6.751608187134504,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9236111111111112,0.95,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-11.944051851129013,0.0008556742141944135,0.0008311448867208403
SAN CRISTOBAL,2022-11-01,16.278592375366568,16.62485465116279,6.549923896499239,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9555555555555556,0.9125,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,5.390189003889974,0.000252033487590203,0.0002448085276126172
SUBA,2022-11-01,13.538746815218538,15.903889603417886,6.961010709161713,16.64488888888889,88.00544444444444,0.8282222222222222,,181.45666666666668,6.048555555555556,0.9069444444444444,0.7111111111111111,0.9314814814814815,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-0.43036005640952446,0.0002677601348123209,0.00022176489387678222
TEUSAQUILLO,2022-11-01,16.241799709724237,17.31542288557214,,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.8375,0.5152777777777777,0.9569444444444444,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,3.792426737275022,0.0011015461656107154,0.0010699685088632082
TUNJUELITO,2022-11-01,24.37254901960784,15.89775112443778,11.661988304093567,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9263888888888888,0.95,0.9208333333333332,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,11.980691206184192,0.0006800433810534812,0.000660548804129948
USAQUEN,2022-11-01,13.378457059679768,16.20367107195301,12.29633431085044,17.981333333333332,87.00733333333332,0.9713333333333334,,179.19,5.973,0.9458333333333332,0.9472222222222222,0.9541666666666668,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-1.6294859305500236,0.0002501505471966151,0.00024297956484364548
BARRIOS UNIDOS,2022-12-01,18.98682284040996,11.726365054602184,,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.8615591397849462,0.303763440860215,0.918010752688172,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,19.869220743155893,0.0012469472559089752,0.0011717281795041437
ENGATIVA,2022-12-01,17.849112636664124,15.161976047904192,10.239202323786659,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.8978494623655914,0.918010752688172,0.9233870967741935,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,4.955314897926614,0.0008327291863049953,0.0007824968128085329
FONTIBON,2022-12-01,21.968756957328385,21.406398454873262,24.602049780380675,19.83967741935484,81.73758064516127,0.9579032258064516,,91.575,2.954032258064516,0.9032258064516129,0.918010752688172,0.9045698924731183,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-9.754141244405867,0.0007538518454536257,0.0007221171145401746
KENNEDY,2022-12-01,29.551090342679128,21.994598540145983,18.95379008746356,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9206989247311828,0.922043010752688,0.8629032258064516,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-7.611530841668683,0.0004717057889210531,0.0004432512784280735
PUENTE ARANDA,2022-12-01,19.065014577259475,22.577860326894506,9.013119533527696,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9045698924731184,0.922043010752688,0.922043010752688,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-14.042496911372291,0.000995395895071469,0.0009353510459171579
SAN CRISTOBAL,2022-12-01,18.107714701601164,15.651884057971014,8.474041811846691,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9274193548387096,0.771505376344086,0.9233870967741936,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,7.318693682146707,0.00035991433427131806,0.000338203372816887
SUBA,2022-12-01,15.620905321040714,15.287390753671652,10.27655816400423,16.43537634408602,83.79860215053763,0.8782795698924732,,72.64999999999999,2.3435483870967744,0.878584229390681,0.8982974910394265,0.8745519713261648,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-4.786938669554235,0.0001828617847389359,0.00016060376965028265
TEUSAQUILLO,2022-12-01,18.40377906976744,17.308479532163744,,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9193548387096774,,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,3.785185239878718,0.0011733012793836333,0.0011025247183369432
TUNJUELITO,2022-12-01,24.80205278592376,14.388005997001498,15.36529411764706,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.896505376344086,0.913978494623656,0.9166666666666666,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,17.060324934007006,0.0009595797783535759,0.0009016954497883765
USAQUEN,2022-12-01,14.250655021834062,14.186892488954344,17.537611940298508,18.003548387096775,82.19999999999999,0.9396774193548388,,70.75,2.282258064516129,0.9126344086021504,0.9005376344086021,0.9233870967741936,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-0.3849456106850049,0.0001806493324971925,0.00016975209856913607
BARRIOS UNIDOS,2023-01-01,16.94943820224719,12.562553191489362,16.91565585331453,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9475806451612904,0.952956989247312,0.956989247311828,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,20.3686453340513,0.0012966186861304572,0.0012527009564389415
CIUDAD BOLIVAR,2023-01-01,20.056276445698167,,,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,,,0.952956989247312,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,,,
ENGATIVA,2023-01-01,16.574614537444933,15.66814701378254,14.604231311706627,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.8776881720430108,0.8360215053763442,0.9361559139784946,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,4.578256606672161,0.00071633464485246,0.0006920716972042314
FONTIBON,2023-01-01,18.53149568414846,20.27087545068246,19.99503546099291,19.343387096774194,81.63354838709678,0.9753225806451612,,199.325,6.429838709677419,0.9475806451612903,0.9475806451612904,0.939516129032258,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-6.2090034358651565,0.0004658644401277306,0.00045436810797619143
KENNEDY,2023-01-01,24.55767511177348,20.186206896551724,17.782372881355933,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.896505376344086,0.793010752688172,0.9018817204301076,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-2.4473660371180976,0.0005551930613391939,0.0005363881350680276
PUENTE ARANDA,2023-01-01,15.287101449275363,23.63888888888889,8.535080058224164,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9193548387096774,0.9233870967741936,0.9274193548387096,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-17.77970045130126,0.001240229368898019,0.001198221599951473
SAN CRISTOBAL,2023-01-01,16.388967468175387,13.693389592123768,6.7147385103011095,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9556451612903226,0.8481182795698925,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,15.509479431331268,0.0005495838742656895,0.0005309689365889484
SUBA,2023-01-01,14.818040289860022,14.031661347499687,10.759258230107571,15.965161290322579,83.9505376344086,0.9139784946236559,,186.5,6.016129032258064,0.9439964157706093,0.8906810035842293,0.949820788530466,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-1.4019075996033994,0.0002052171915258589,0.00018756409978169897
TEUSAQUILLO,2023-01-01,14.902118644067798,18.74926900584796,,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9193548387096774,,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,0.22451051351683127,0.001082598725473263,0.0010459300589652975
TUNJUELITO,2023-01-01,23.427762039660056,14.201490312965724,15.46916548797737,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9018817204301076,0.9502688172043012,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,14.914014438667209,0.000922987873913393,0.0008917253814098747
USAQUEN,2023-01-01,12.81949152542373,12.46237623762376,20.91748942172073,17.54,82.15516129032258,0.9661290322580643,,181.32,5.849032258064516,0.9502688172043012,0.952956989247312,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,4.8752328399003115,0.0001953536268321131,0.00018873681043941247
BARRIOS UNIDOS,2023-02-01,22.01456310679612,14.824959216965745,14.21414944356121,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9122023809523808,0.9360119047619048,0.9196428571428572,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,14.294667397567835,0.00122413011686623,0.0012114516263701154
CIUDAD BOLIVAR,2023-02-01,23.110518053375195,,,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,,,0.9479166666666666,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,,,
ENGATIVA,2023-02-01,20.84090773809524,12.694771241830065,12.402496214415505,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9107142857142856,0.9367559523809523,0.9449404761904763,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,21.206542241374187,0.0014026032741301976,0.0013880763116481348
FONTIBON,2023-02-01,26.29157235400007,22.98892514106583,25.154317111459967,20.487500000000004,79.1705357142857,0.9660714285714286,,66.155,2.3626785714285714,0.9397321428571429,0.9479166666666666,0.9508928571428571,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-13.556853658796612,0.0010506235381099965,0.0010149773823526931
KENNEDY,2023-02-01,32.28846153846154,21.23817891373801,18.892172523961666,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9315476190476192,0.9315476190476192,0.9285714285714286,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-2.1147179196961634,0.0007147948863089924,0.000707391653557935
PUENTE ARANDA,2023-02-01,21.53582554517134,24.5978021978022,8.558777429467085,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9479166666666666,0.949404761904762,0.9553571428571428,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-17.065164588185944,0.0011573602136559797,0.0011453732685859713
SAN CRISTOBAL,2023-02-01,18.59090909090909,12.532087227414332,9.309930313588849,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9553571428571428,0.8541666666666666,0.9166666666666666,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,22.49160360704185,0.0007912191194791818,0.0007830243500274331
SUBA,2023-02-01,18.532752238607245,15.355843785010634,10.825413217042021,16.90952380952381,80.72416666666665,1.0198809523809522,,49.54333333333333,1.7694047619047615,0.9191468253968255,0.8472222222222223,0.9260912698412698,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-7.703373894666234,0.00038617823319566356,0.0003938558242603868
TEUSAQUILLO,2023-02-01,17.790015600624024,21.476971608832805,,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9434523809523808,,0.9538690476190476,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-2.019228270664641,0.000979186803247733,0.0009690452256426673
TUNJUELITO,2023-02-01,25.1244094488189,14.01309148264984,16.780125195618155,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9434523809523808,0.9508928571428572,0.9449404761904762,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,16.328793891005024,0.0010985495503676413,0.0010871717157388337
USAQUEN,2023-02-01,16.031104199066874,10.84442700156986,,18.75321428571429,78.37249999999999,0.9896428571428572,,54.03,1.9296428571428568,0.9479166666666666,0.21875,0.956845238095238,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,10.342293239096863,0.00045739117634708773,0.00045265391059206433
BARRIOS UNIDOS,2023-03-01,19.81065918653577,15.037906647807636,13.61238670694864,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9502688172043012,0.8897849462365591,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,15.884630106343577,0.0010568596295050005,0.0009204906450527424
CIUDAD BOLIVAR,2023-03-01,22.16295774647888,,,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,,,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,,,
ENGATIVA,2023-03-01,19.890449750690323,16.57837837837838,12.012528368851402,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9448924731182796,0.9475806451612903,0.9536290322580646,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,7.343217648155525,0.0006735283133355228,0.0005866214341954554
FONTIBON,2023-03-01,23.203568769279862,21.061267665228062,30.48064971751412,20.439032258064515,82.9551612903226,0.8837096774193548,,201.53,6.500967741935484,0.9469086021505377,0.9516129032258064,0.8776881720430108,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-6.423986260045197,0.0004980117813286033,0.00044009783062893827
KENNEDY,2023-03-01,31.71929824561404,19.20225988700565,20.135311143270624,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9516129032258064,0.928763440860215,0.9193548387096774,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-0.4373628123809983,0.0007463103136795424,0.0006500122086886337
PUENTE ARANDA,2023-03-01,18.8028129395218,23.440793201133147,7.988276836158191,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9489247311827956,0.9516129032258064,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,-17.473585263864088,0.0011747102058804015,0.0010231346954442206
SAN CRISTOBAL,2023-03-01,18.83994334277621,13.235724331926864,,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9556451612903226,0.5497311827956989,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,17.380154657882258,0.0006473274724203363,0.0005638013469467445
SUBA,2023-03-01,18.69976855002176,16.744797579422954,13.504267525601579,17.007956989247315,85.51924731182795,0.8191397849462366,,156.92999999999998,5.062258064516128,0.9090501792114695,0.9005376344086022,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,-5.914601614521873,0.0002933813214182544,0.0002403203125337916
TEUSAQUILLO,2023-03-01,18.987323943661973,20.97917847025496,,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9489247311827956,,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-3.3975678965960388,0.0007892606359946169,0.0006874205539307953
TUNJUELITO,2023-03-01,27.661931818181817,12.66735598227474,15.85272206303725,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.9099462365591398,0.9381720430107529,0.946236559139785,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,17.87670947324144,0.0010377385775189,0.0009038368255809774
USAQUEN,2023-03-01,16.43392330383481,12.703506097560975,20.3301824212272,18.51451612903226,84.31870967741936,0.8709677419354839,,165.16,5.32774193548387,0.8817204301075269,0.8104838709677419,0.9112903225806452,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,10.250564312926043,0.00043688626264324053,0.00038051384165701597
BARRIOS UNIDOS,2023-04-01,16.571428571428573,14.608479532163743,11.196148148148149,18.597666666666665,83.93033333333332,0.8996666666666666,,218.01,7.266999999999999,0.95,0.9375,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,9.6111196700825,0.000657233301605888,0.0005912908936780972
CIUDAD BOLIVAR,2023-04-01,18.904824561403508,,,18.597666666666665,83.93033333333332,0.8996666666666666,,218.01,7.266999999999999,,,0.95,1.0,1.0,1.0,0.0,1.0,990627.3993600724,987422.5313793835,,,
ENGATIVA,2023-04-01,16.983352374907437,16.17134328358209,9.841873673860167,18.597666666666665,83.93033333333332,0.8996666666666666,,218.01,7.266999999999999,0.9305555555555556,0.9458333333333333,0.9548611111111112,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.1164701382136055,0.0005734762005832238,0.0005159374217913737
