Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presión,Precipitación,Precipitación_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_O3,grad_O3,adv_proxy_O3
ENGATIVA,2021-04-01,11.326562257413443,16.06710508878876,14.999852071005916,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9041666666666666,0.9388888888888888,0.9458333333333333,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-4.869074805158888,0.00029124070742249717,0.00027502830804264486
FONTIBON,2021-04-01,14.203958944281526,12.92925045703839,14.06965265082267,20.902833333333334,79.28016666666667,1.1191666666666666,,191.43,6.381,0.7597222222222222,0.7597222222222222,0.8354166666666667,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,0.27533447067829186,0.00016348166499541747,0.00018296323007403804
KENNEDY,2021-04-01,19.619823788546256,17.520262390670553,,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9527777777777776,0.6722222222222223,0.9458333333333332,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2021-04-01,18.933977455716587,16.671723122238586,7.424264705882352,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9430555555555556,0.9444444444444444,0.8625,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,12.327495091966286,0.0013491224612478146,0.0012740213109050196
SAN CRISTOBAL,2021-04-01,8.698529411764707,9.719420289855073,13.839130434782607,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9583333333333334,0.9583333333333334,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-6.917102094734481,0.0002539504072186598,0.00023981383455015442
SUBA,2021-04-01,11.010338918713735,8.267603406326035,13.421884919950314,17.53011111111111,81.69455555555555,0.9633333333333334,,166.69333333333333,5.556444444444445,0.7314814814814815,0.9458333333333334,0.7509259259259259,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,6.098459941217476,0.00039400385152869665,0.0003795570436393111
TEUSAQUILLO,2021-04-01,9.863676470588237,,13.414787701317715,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,,0.9486111111111112,0.9444444444444444,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-6.104404691529649,0.0006072061254625845,0.0005734049844785007
TUNJUELITO,2021-04-01,9.270967741935484,11.67985401459854,13.761236802413274,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9513888888888888,0.9208333333333332,0.6659722222222222,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-6.259078464161589,0.0006003213434152759,0.0005669034552984923
USAQUEN,2021-04-01,,6.75932944606414,18.718221574344025,19.200333333333333,79.31633333333333,0.9443333333333334,,176.72,5.890666666666666,0.9527777777777776,0.9527777777777776,,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-15.086886676357368,0.0006353668105673761,0.0005999980581124589
BARRIOS UNIDOS,2021-05-01,8.312765957446809,10.2375533428165,10.133898305084744,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.9448924731182796,0.9516129032258064,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-4.733881595460713,0.00027341299472578845,0.00032253913603619625
ENGATIVA,2021-05-01,8.045852340077662,14.045549981419548,9.806789250353606,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.8891129032258065,0.9502688172043012,0.9401881720430108,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,1.0125404550140225,7.611786735593973e-05,8.97945293292489e-05
FONTIBON,2021-05-01,12.296,,,20.941129032258065,77.95629032258066,1.3043548387096773,,77.845,2.5111290322580646,0.6384408602150538,0.6397849462365591,0.7190860215053764,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,,,
KENNEDY,2021-05-01,14.54644012944984,16.324473257698543,13.524306688417616,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.8293010752688172,0.8239247311827957,0.8306451612903226,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-12.029880479893588,0.0011484704573696864,0.0013548246653551429
PUENTE ARANDA,2021-05-01,16.8084375,14.103267045454546,5.368803418803419,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.946236559139785,0.9435483870967742,0.8602150537634409,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,17.560046560782077,0.0012620817666837269,0.0014888493615362547
SAN CRISTOBAL,2021-05-01,6.964438122332859,11.144880785413743,9.540084388185656,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.9583333333333334,0.9556451612903226,0.9448924731182796,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-3.1092996169788334,0.00018908192149554135,0.00022305567319651443
SUBA,2021-05-01,8.602502649532353,8.263161544930862,9.612450759342767,17.497311827956988,81.02559139784947,1.1595698924731181,,36.626666666666665,1.181505376344086,0.9117383512544803,0.8118279569892474,0.8046594982078853,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,4.4929364170111885,0.00024125973605601967,0.0002797575261965716
TEUSAQUILLO,2021-05-01,9.324737631184409,,10.492220650636492,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,,0.9502688172043012,0.896505376344086,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-5.481739577384821,0.0006968267430446718,0.0008220307739723757
TUNJUELITO,2021-05-01,17.10273492286115,11.122475106685634,9.649929478138224,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.9448924731182796,0.952956989247312,0.9563172043010753,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-0.5165939390079819,0.0004741290860303131,0.0005593193766493081
USAQUEN,2021-05-01,,7.429320113314448,13.38960113960114,19.156774193548387,78.49290322580646,1.1796774193548387,,53.85,1.7370967741935484,0.9489247311827956,0.9435483870967742,,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-10.615665104022304,0.0004448932382700092,0.0005248305072107818
BARRIOS UNIDOS,2021-06-01,8.479017857142857,12.363450292397662,9.027086383601755,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.95,0.9486111111111112,0.9333333333333332,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-2.6437119647466476,0.0003588905790202686,0.0003950188973083089
ENGATIVA,2021-06-01,11.029852777124132,16.285425480874082,9.57267441860465,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.8937499999999999,0.9555555555555556,0.9409722222222221,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,3.248861205036375,0.0003270176350197126,0.00035993741027836364
FONTIBON,2021-06-01,12.814032496307238,14.546355685131196,12.65872093023256,19.922666666666665,80.156,1.2965,,200.82,6.694,0.5881944444444444,0.9555555555555556,0.83125,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-5.463690294844458,0.0005564319981140992,0.0007214140855549297
KENNEDY,2021-06-01,,18.06495867768595,,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.8402777777777778,0.7041666666666667,0.6958333333333333,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2021-06-01,18.143178410794604,13.575581395348838,4.583795620437956,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9555555555555556,0.9513888888888888,0.9263888888888888,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,10.332053157602088,0.0011522466741889408,0.001268239506057294
SAN CRISTOBAL,2021-06-01,7.779863481228669,11.030377906976744,9.450218340611354,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9555555555555556,0.9541666666666668,0.8138888888888889,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-4.267215002918104,0.00021583160646308511,0.00023755865484703564
SUBA,2021-06-01,8.33395923112573,11.278294304723559,7.544937621832358,16.740444444444442,81.12055555555555,1.1427777777777777,,157.27333333333334,5.242444444444445,0.8888888888888888,0.8930555555555556,0.8888888888888888,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,9.13566535984257,0.00045430594174164057,0.0005191707345347526
TEUSAQUILLO,2021-06-01,8.971322436849926,11.05204081632653,10.281077147016012,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9527777777777776,0.9541666666666668,0.9347222222222222,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-4.573628506775763,0.000708676658053972,0.0007800167749647383
TUNJUELITO,2021-06-01,29.903790087463555,10.008680555555555,9.21856725146199,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.8,0.95,0.7770833333333332,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-4.403120541874668,0.0004496177417183518,0.0004948792610513325
USAQUEN,2021-06-01,,7.532944606413995,13.170717423133237,18.355666666666664,79.12733333333334,1.1006666666666665,,196.89,6.563,0.9527777777777776,0.9486111111111112,,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-13.367453845360947,0.0005825397443008007,0.0006411820785604145
BARRIOS UNIDOS,2021-07-01,5.877464788732395,9.043767705382436,11.381161473087818,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9489247311827956,0.9489247311827956,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-3.8262782896926293,0.0003701792683564861,0.000606735762103002
ENGATIVA,2021-07-01,7.162446854384035,13.502984756422556,12.547398843930637,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9032258064516129,0.9301075268817204,0.9469086021505377,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,-2.8735072656833385,0.0001880735456387287,0.00030825860819044533
FONTIBON,2021-07-01,12.712418498028384,15.897628825382538,11.508513708513709,20.30483870967742,74.79322580645162,1.7764516129032262,,59.14,1.907741935483871,0.9482526881720431,0.9314516129032258,0.821236559139785,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,1.4093855114102638,0.00015783430061243588,0.0002803849978944144
KENNEDY,2021-07-01,10.61890694239291,16.456592592592592,,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.907258064516129,0.6612903225806451,0.9099462365591398,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2021-07-01,12.760148148148147,12.654651162790698,5.890793201133144,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9247311827956988,0.9489247311827956,0.907258064516129,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,10.695715842012508,0.0011956772224398181,0.001959753537811844
SAN CRISTOBAL,2021-07-01,4.3201133144475925,8.666151685393258,11.213521126760565,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.956989247311828,0.9543010752688172,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-5.272467934869754,0.00024288215837765237,0.000398091692489307
SUBA,2021-07-01,5.152718976682095,13.082858741242694,8.466012908833378,16.96172043010753,77.61086021505376,1.6253763440860218,,43.406666666666666,1.400215053763441,0.9453405017921147,0.9480286738351253,0.9363799283154123,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,14.5194734318781,0.000694487984081798,0.001128804340578544
TEUSAQUILLO,2021-07-01,6.538928067700988,8.568688293370945,11.879014084507045,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.952956989247312,0.9543010752688172,0.952956989247312,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-6.8565738707864625,0.0005676084364443823,0.0009303285372819054
TUNJUELITO,2021-07-01,16.181750013271756,11.888418079096043,10.598288159771752,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9516129032258064,0.9422043010752688,0.9045698924731183,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-4.092261991649794,0.00047962248887960436,0.0007861167309668613
USAQUEN,2021-07-01,,4.777053824362606,15.988951841359777,18.631612903225808,75.01322580645162,1.6390322580645162,,57.61,1.8583870967741936,0.9489247311827956,0.9489247311827956,0.0712365591397849,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-15.572282298227497,0.0007025924114745214,0.0011515716266780785
BARRIOS UNIDOS,2021-08-01,10.16619718309859,14.291513437057992,12.61723163841808,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9502688172043012,0.9516129032258064,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-8.296183641173341,0.0005743745269032046,0.0007259352891634696
ENGATIVA,2021-08-01,12.083909283785522,20.10750229590551,7.116439832491686,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9086021505376345,0.9536290322580645,0.9482526881720431,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,20.68062308818787,0.00136785030097537,0.0017287862836198385
FONTIBON,2021-08-01,17.84871969048112,20.009795313342224,15.964123376623377,21.20306451612903,71.47596774193548,1.4167741935483873,,70.325,2.2685483870967746,0.944220430107527,0.8279569892473119,0.8924731182795699,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-13.851449869614118,0.0010185357013350277,0.0014430350968591748
KENNEDY,2021-08-01,19.025633802816905,20.51237553342817,13.475892857142856,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9448924731182796,0.9032258064516128,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-1.997178466694594,0.0006929358781187818,0.0008757815388610926
PUENTE ARANDA,2021-08-01,,16.555929203539822,8.990483870967742,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.7594086021505376,0.8333333333333334,0.668010752688172,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,8.943512685828843,0.0010262053155461305,0.0012969911052612064
SAN CRISTOBAL,2021-08-01,9.343843843843844,12.296165191740412,12.511782032400587,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9112903225806452,0.9126344086021504,0.8951612903225806,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-2.584492623211963,0.0002401910941296547,0.000303570550580641
SUBA,2021-08-01,7.472493271579324,17.588542210902123,10.941757480417218,17.549999999999997,75.26838709677419,1.2626881720430108,,52.376666666666665,1.6895698924731188,0.942652329749104,0.94668458781362,0.949820788530466,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,5.709109256930839,0.000663199175223882,0.0008374137542638759
TEUSAQUILLO,2021-08-01,8.052482269503546,,13.44858757062147,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.0672043010752688,0.9516129032258064,0.9475806451612904,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-2.7739238258552117,0.0005698756316484199,0.0007202492660640353
TUNJUELITO,2021-08-01,19.24425188485057,13.707608695652176,,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.8655913978494624,0.6895161290322581,0.9475806451612903,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,,,
USAQUEN,2021-08-01,6.0855704697986575,8.132531824611032,18.800710227272727,19.18290322580645,73.33967741935484,1.2638709677419355,,71.11,2.293870967741936,0.9502688172043012,0.946236559139785,0.8010752688172043,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-25.7267017304912,0.0010393598090510999,0.001313616687697487
BARRIOS UNIDOS,2021-09-01,9.998973607038124,15.290602055800294,14.939619883040937,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9458333333333332,0.95,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-9.534004785360363,0.0007951449330508226,0.0010188457075491206
ENGATIVA,2021-09-01,12.847798341132377,21.29712670565302,8.92346894259253,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9041666666666667,0.9520833333333334,0.9326388888888889,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,21.9275043862419,0.0013973880835246976,0.0017905199310229792
FONTIBON,2021-09-01,18.692518595211382,21.950313595236395,16.893093093093093,21.279333333333334,70.01966666666667,1.4666666666666666,,131.505,4.3835,0.9291666666666667,0.925,0.9437499999999999,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-10.004415329344607,0.0008008484243605201,0.001174577689062096
KENNEDY,2021-09-01,19.35422740524781,23.80439238653001,14.88619676945668,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9486111111111112,0.9458333333333332,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-1.7543754177904383,0.0005798868238125219,0.000743028316911778
PUENTE ARANDA,2021-09-01,18.85108514190317,17.216886930983847,9.496187683284456,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9458333333333332,0.9472222222222222,0.8319444444444445,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,19.777766071690827,0.0014306101715721182,0.001833088499841074
SAN CRISTOBAL,2021-09-01,8.304713804713804,10.998998330550918,15.248160535117057,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.8319444444444445,0.8305555555555556,0.825,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-2.8681615699792005,0.000315343983025936,0.0004040607569172326
SUBA,2021-09-01,9.347251691390492,17.883356730741337,12.339457354333662,17.520444444444447,74.31777777777778,1.2785555555555554,,120.02,4.000666666666667,0.9430555555555555,0.9481481481481482,0.9162037037037036,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,9.51265234096337,0.0008174237819384423,0.0010451217176406283
TEUSAQUILLO,2021-09-01,8.314766081871346,,16.865198237885462,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,,0.9458333333333332,0.95,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-9.2666940542379,0.0008068899091055906,0.0010338949368672967
TUNJUELITO,2021-09-01,24.52813646147741,20.574816983894586,16.514934114202052,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.9486111111111112,0.9486111111111112,0.8972222222222221,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-9.914257354747965,0.0005754952906960106,0.0007374012991451549
USAQUEN,2021-09-01,7.659133126934985,8.803216374269006,22.66793557833089,19.143,72.27333333333333,1.2813333333333332,,145.0,4.833333333333333,0.95,0.9486111111111112,0.8972222222222223,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-31.801260555025543,0.0013007140258139485,0.0016666482384096058
BARRIOS UNIDOS,2021-10-01,14.30520393811533,18.347175141242936,13.153682719546742,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9516129032258064,0.9489247311827956,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-9.168945092857129,0.0005489941504727579,0.00046947854609783265
ENGATIVA,2021-10-01,14.94007072135785,19.59886201991465,8.583609517605167,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.6942204301075269,0.9260752688172044,0.9455645161290325,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,17.806863631062946,0.0011985519584460753,0.0010249552393034019
FONTIBON,2021-10-01,19.429731031995672,21.486931818181816,16.788668555240793,21.865483870967747,73.87774193548387,0.950967741935484,,84.555,2.7275806451612903,0.946236559139785,0.9489247311827956,0.9495967741935485,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-13.524116579967814,0.0009731244370853827,0.0009254099485573252
KENNEDY,2021-10-01,22.58333333333333,24.56443812233286,14.642938659058489,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9448924731182796,0.9422043010752688,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-2.8699816056880625,0.0006636601314522296,0.0005675364543483421
PUENTE ARANDA,2021-10-01,22.98465991316932,26.83719599427754,8.09315263908702,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.939516129032258,0.9422043010752688,0.928763440860215,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,20.15583482804793,0.0014227182567462277,0.0012166535802045967
SAN CRISTOBAL,2021-10-01,12.825352112676056,15.662780898876404,12.575,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.956989247311828,0.956989247311828,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,0.1605067253375232,0.0003440071851472631,0.0002941816283307724
SUBA,2021-10-01,12.567847533656524,19.07559424027509,13.3768902098994,18.08956989247312,78.64311827956989,0.8520430107526882,,89.42999999999999,2.8848387096774197,0.8776881720430106,0.8270609318996415,0.9094982078853047,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,0.14808502208785157,0.0005023376953171045,0.0004280133223325523
TEUSAQUILLO,2021-10-01,13.504249291784705,17.930491329479768,13.61534090909091,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9301075268817204,0.946236559139785,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-2.8105188133981773,0.0006531446608356841,0.000558544030927548
TUNJUELITO,2021-10-01,29.748838357672504,20.444202898550724,16.17701317715959,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9274193548387096,0.918010752688172,0.9448924731182796,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-13.219948233333264,0.0007313505514495469,0.0006254226812557255
USAQUEN,2021-10-01,12.286118980169972,13.066619115549216,18.541463414634144,19.622903225806454,76.90709677419355,0.8551612903225807,,96.44,3.110967741935484,0.9422043010752688,0.9368279569892471,0.9489247311827956,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-20.510207796851123,0.0008021013147542303,0.000685925995294666
BARRIOS UNIDOS,2021-11-01,17.698389458272327,16.734264705882353,13.60795847750865,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9444444444444444,0.8027777777777778,0.9486111111111112,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-9.575091552634204,0.0005292202117570547,0.00047718022426761106
ENGATIVA,2021-11-01,18.460925010684353,19.999636320825395,9.086584921425017,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9493055555555555,0.9319444444444445,0.9548611111111109,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,15.753461100158662,0.0010670343322322945,0.0009621092895627858
FONTIBON,2021-11-01,21.70343792749658,19.497393960299085,16.349344978165938,21.352666666666664,75.71633333333334,0.9481666666666668,,97.4,3.2466666666666666,0.93125,0.9541666666666668,0.95,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-13.507873370737034,0.0009476617907854378,0.0008985413212963928
KENNEDY,2021-11-01,24.22235123367199,20.95491923641704,13.39766423357664,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9458333333333332,0.9513888888888888,0.9569444444444444,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,1.2680640470849749,0.0006123718587317312,0.0005521552926231111
PUENTE ARANDA,2021-11-01,20.910031347962384,24.649484536082475,9.106286549707605,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9430555555555556,0.95,0.8861111111111111,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,15.1401422131543,0.001060378364100296,0.0009561078249637671
SAN CRISTOBAL,2021-11-01,18.362973760932945,17.053654970760235,12.065300146412884,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.95,0.9486111111111112,0.9527777777777776,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,1.971723739169427,0.0002997082119315052,0.00027023690442490723
SUBA,2021-11-01,16.762902802612146,14.004862934940226,11.406421230701573,17.787888888888887,79.32488888888889,0.8530000000000001,,77.11666666666667,2.5705555555555555,0.8990740740740741,0.8814814814814814,0.8111111111111112,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,4.937852806244152,0.00045696498298230555,0.0003897911304839067
TEUSAQUILLO,2021-11-01,16.81929012345679,17.987408491947292,13.055912408759124,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9486111111111112,0.9513888888888888,0.9,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-0.1041472208951788,0.0005355779924739191,0.0004829128232139838
TUNJUELITO,2021-11-01,30.81632838178171,17.344560357675114,16.00542521994135,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9319444444444444,0.9472222222222222,0.9506944444444444,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-13.447024730126925,0.0007265570063576954,0.0006551122340658555
USAQUEN,2021-11-01,16.523391812865498,15.497360703812316,16.462573099415206,19.259666666666664,77.90433333333334,0.9016666666666668,,86.48,2.8826666666666667,0.9472222222222222,0.95,0.95,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-15.286754668610378,0.0006246491058819987,0.0005632252771369356
BARRIOS UNIDOS,2021-12-01,17.901306240928882,14.613702623906706,12.42272047832586,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.922043010752688,0.8991935483870968,0.9260752688172044,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-5.683998467387335,0.00039352842559857204,0.00040825400539516374
ENGATIVA,2021-12-01,18.95936198081717,17.774778877901962,9.306168993731816,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9173387096774193,0.924731182795699,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,13.403921526327492,0.0009120698449513941,0.0009461989101173171
FONTIBON,2021-12-01,23.49109053747903,18.499888206480378,15.846423357664232,21.65774193548387,75.90532258064516,1.030483870967742,,88.355,2.850161290322581,0.918010752688172,0.9206989247311828,0.9206989247311828,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-12.825497227640184,0.0008963290872684597,0.0009236526675093853
KENNEDY,2021-12-01,26.19855072463768,19.824415204678363,12.354319180087847,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9193548387096774,0.918010752688172,0.9274193548387096,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,0.27699232402734886,0.0004337941442698145,0.0004500264412812011
