Localidad_norm,fecha,PM25,NO2,O3,Temp_media,HR,Vel_viento,Presión,Precipitación,Precipitación_media,Cobertura_NO2,Cobertura_O3,Cobertura_PM25,Cobertura_Temp,Cobertura_HR,Cobertura_Viento,Cobertura_Presion,Cobertura_Precip,cx,cy,diff_O3,grad_O3,adv_proxy_O3
PUENTE ARANDA,2021-12-01,21.290988372093025,17.338081395348837,9.224709302325582,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9247311827956988,0.9247311827956988,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,10.002293148945025,0.0007282984358900597,0.0007555508934911071
SAN CRISTOBAL,2021-12-01,19.382267441860463,15.226928675400291,11.941048034934498,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9233870967741936,0.9233870967741936,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-1.2763329266439882,0.0001491465319632917,0.00015472749896578905
SUBA,2021-12-01,16.504390693536497,11.523804128746022,11.156385616717897,18.12741935483871,78.89709677419354,0.9611827956989246,,59.576666666666675,1.9218279569892474,0.8418458781362007,0.8637992831541218,0.907258064516129,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,4.732446700278443,0.0004222518488423709,0.0004058612125593498
TEUSAQUILLO,2021-12-01,17.893430656934306,16.520553935860057,13.053284671532849,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.922043010752688,0.9206989247311828,0.9206989247311828,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-1.6660008762828706,0.0005102072206631588,0.0005292988456944254
TUNJUELITO,2021-12-01,17.822840409956076,13.868,12.268817204301076,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.907258064516129,0.875,0.553763440860215,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-3.2863750955553,0.0002083896620143586,0.00021618746872199265
USAQUEN,2021-12-01,14.184593023255816,12.40174672489083,16.472714078374455,19.739032258064515,76.7441935483871,1.0374193548387096,,65.48,2.112258064516129,0.9233870967741936,0.9260752688172044,0.9247311827956988,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-16.53286714634779,0.0006749680562045729,0.0007002249254044858
BARRIOS UNIDOS,2022-01-01,16.950773558368496,13.811965811965813,14.472893258426968,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9435483870967742,0.956989247311828,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-1.1442228485745343,0.00048324116401036473,0.0005694451522999557
ENGATIVA,2022-01-01,18.16297335203366,16.939046598927295,12.787014383294725,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.956989247311828,0.9556451612903227,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,11.897485384363275,0.0007899111110114017,0.0009308210608144034
FONTIBON,2022-01-01,23.99212646166239,19.011433752629223,18.4680790960452,21.322903225806453,72.23887096774195,1.141774193548387,,78.78,2.541290322580645,0.8877688172043011,0.9516129032258064,0.9166666666666667,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-11.107074132473008,0.0007959630803366034,0.0009088101041456152
KENNEDY,2022-01-01,23.76096181046676,19.47496443812233,14.192592592592591,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9448924731182796,0.9435483870967742,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,4.538992802814175,0.0005193912213700642,0.0006120439134402725
PUENTE ARANDA,2022-01-01,17.560252808988764,15.924039829302988,12.169886363636364,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9448924731182796,0.946236559139785,0.956989247311828,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,11.479294802369164,0.0008415894884980976,0.0009917181940269518
SAN CRISTOBAL,2022-01-01,20.350282485875702,13.38396624472574,16.70056338028169,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9556451612903226,0.9543010752688172,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-4.135442476523041,0.00019619342696332298,0.00023119180280548998
SUBA,2022-01-01,14.612521740852994,10.950509455138027,13.796942637621113,17.818602150537632,73.88591397849463,1.07752688172043,,50.21666666666667,1.6198924731182796,0.8736559139784946,0.9345878136200717,0.732078853046595,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,8.992922646109404,0.0005980928914193839,0.0006444611682702845
TEUSAQUILLO,2022-01-01,18.3876404494382,15.409859154929578,17.31755617977528,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9543010752688172,0.956989247311828,0.956989247311828,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-6.841809821217309,0.0007615263731153313,0.0008973728519323566
TUNJUELITO,2022-01-01,16.35734463276836,12.006017191977078,16.478805120910383,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9381720430107529,0.9448924731182796,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-6.373373026220506,0.0003978004553316934,0.00046876292365376644
USAQUEN,2022-01-01,,11.186816269284712,23.12384291725105,19.448709677419355,71.82548387096774,1.1783870967741936,,57.49,1.854516129032258,0.9583333333333334,0.9583333333333334,0.3494623655913978,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-28.314678472410346,0.0011674655999277526,0.0013757263988826065
BARRIOS UNIDOS,2022-02-01,21.288,18.2124394184168,16.097798742138366,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9211309523809524,0.9464285714285714,0.9300595238095238,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-6.680559745865311,0.0003795662151303355,0.0003401184406292899
ENGATIVA,2022-02-01,22.404616741206464,18.90466635644983,12.962460014431738,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9099702380952379,0.8831845238095238,0.9055059523809523,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.679943077482111,0.0004536685307764336,0.00040651940847073997
FONTIBON,2022-02-01,27.917691849727838,24.225471698113207,,21.138035714285714,75.53464285714287,0.87625,,161.98000000000002,5.785,0.8288690476190477,0.3258928571428571,0.9546130952380952,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,,,
KENNEDY,2022-02-01,26.77433070866142,18.884458398744112,15.50235849056604,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9479166666666666,0.9464285714285714,0.9449404761904762,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-1.2908536981188927,0.00032810969680705453,0.0002940097247460356
PUENTE ARANDA,2022-02-01,22.71852433281005,25.84019138755981,13.143312101910828,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9330357142857144,0.9345238095238096,0.9479166666666666,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,8.150037730143136,0.0005761646979790194,0.0005162847240104856
SAN CRISTOBAL,2022-02-01,21.82398753894081,16.334272300469483,15.287031250000002,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9508928571428572,0.9523809523809524,0.9553571428571428,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-0.6401661027795971,0.00013799729299808388,0.00012365543147578302
SUBA,2022-02-01,19.212665988099328,16.255848796012728,14.171580987630096,17.62595238095238,77.3872619047619,0.8692857142857142,,124.98666666666666,4.463809523809524,0.5927579365079364,0.9459325396825397,0.9141865079365079,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,11.106074799890996,0.0007074573556930646,0.0006149825727703283
TEUSAQUILLO,2022-02-01,23.712050078247263,19.89525316455696,15.50706436420722,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9404761904761904,0.9479166666666666,0.9508928571428572,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-1.773017884365247,0.0003836870764437069,0.00034381102671330737
TUNJUELITO,2022-02-01,21.19092331768388,17.668454258675077,16.57055118110236,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9434523809523808,0.9449404761904762,0.9508928571428572,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-5.778951700830209,0.00032197859955041257,0.0002885158236685661
USAQUEN,2022-02-01,19.428571428571427,13.833229813664596,24.56055900621118,19.290714285714284,75.20714285714287,0.8960714285714285,,131.69,4.703214285714286,0.9583333333333334,0.9583333333333334,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-30.44983727443334,0.0012617899895814551,0.0011306539585213824
BARRIOS UNIDOS,2022-03-01,16.77542372881356,15.84434628975265,12.905390070921984,18.86483870967741,81.53903225806452,0.8858064516129033,,199.88,6.447741935483871,0.760752688172043,0.9475806451612904,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-4.365396244195269,0.000374746335922471,0.00033195272207842114
ENGATIVA,2022-03-01,19.339535240586052,18.677879310902796,10.581729323308272,18.86483870967741,81.53903225806452,0.8858064516129033,,199.88,6.447741935483871,0.9153225806451613,0.8938172043010753,0.9025537634408602,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,5.643640826014842,0.0004345281853568115,0.0003849078699967111
FONTIBON,2022-03-01,25.85276444397035,22.174104912153453,,20.740483870967736,80.84096774193549,0.9201612903225806,,229.48499999999999,7.402741935483871,0.9469086021505377,0.0120967741935483,0.9563172043010753,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,,,
KENNEDY,2022-03-01,26.14205344585092,18.25593705293276,11.888793103448275,18.86483870967741,81.53903225806452,0.8858064516129033,,199.88,6.447741935483871,0.939516129032258,0.935483870967742,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,-1.1167916610179631,0.00028032423214368045,0.00024831301337630533
PUENTE ARANDA,2022-03-01,20.298305084745763,25.22608069164265,9.867335243553008,18.86483870967741,81.53903225806452,0.8858064516129033,,199.88,6.447741935483871,0.9327956989247312,0.9381720430107529,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,8.981956076824234,0.0006615007807237219,0.0005859616593120452
SAN CRISTOBAL,2022-03-01,19.38700564971752,13.991549295774648,14.062005649717513,18.86483870967741,81.53903225806452,0.8858064516129033,,199.88,6.447741935483871,0.9543010752688172,0.9516129032258064,0.9516129032258064,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-5.6235130015645485,0.00021135195747384145,0.00018721692749134472
SUBA,2022-03-01,17.54589335913795,13.029164548436535,11.110939940618001,17.320430107526878,83.22935483870968,0.8543010752688173,,190.80999999999997,6.155161290322581,0.9260752688172044,0.931899641577061,0.8875448028673835,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,10.588865717468712,0.0006139156498318568,0.0005244687997757099
TEUSAQUILLO,2022-03-01,18.873980309423345,17.468705547652917,13.901709401709402,18.86483870967741,81.53903225806452,0.8858064516129033,,199.88,6.447741935483871,0.9448924731182796,0.9435483870967742,0.9556451612903226,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-5.030693488943813,0.0006531207084991342,0.0005785385372705235
TUNJUELITO,2022-03-01,19.967741935483872,16.065395480225988,12.79345930232558,18.86483870967741,81.53903225806452,0.8858064516129033,,199.88,6.447741935483871,0.9516129032258064,0.9247311827956988,0.9583333333333334,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-2.562243910257944,0.0002814729695042881,0.0002493305723415404
USAQUEN,2022-03-01,18.139170506912443,11.760056657223796,20.43456614509246,18.86483870967741,81.53903225806452,0.8858064516129033,,199.88,6.447741935483871,0.9489247311827956,0.9448924731182796,0.875,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-26.705639100429124,0.0011124093413857462,0.0009853793714339545
BARRIOS UNIDOS,2022-04-01,14.639296187683284,13.723865300146413,11.48389458272328,18.88,81.47,0.995,,260.12,8.670666666666667,0.9486111111111112,0.9486111111111112,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-4.726056782892643,0.0003690455844925793,0.0003672003565701164
ENGATIVA,2022-04-01,16.37346115716832,17.365204247732734,9.380729425401556,18.88,81.47,0.995,,260.12,8.670666666666667,0.9333333333333333,0.8659722222222221,0.8958333333333334,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,11.52176304880486,0.0008088041224976044,0.0008047601018851164
FONTIBON,2022-04-01,21.91558461227787,21.62154416030705,15.834575260804767,20.738,80.98783333333333,1.1161666666666665,,270.43,9.014333333333333,0.9298611111111111,0.9319444444444444,0.9076388888888889,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-9.942939614726496,0.0010619444839083452,0.0011853070347890313
KENNEDY,2022-04-01,20.91266375545852,17.13967551622419,,18.88,81.47,0.995,,260.12,8.670666666666667,0.9416666666666668,0.5319444444444444,0.9541666666666668,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2022-04-01,16.73599419448476,23.230882352941176,7.999416058394161,18.88,81.47,0.995,,260.12,8.670666666666667,0.9444444444444444,0.9513888888888888,0.9569444444444444,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,9.009589640344002,0.0009849890982484865,0.000980064152757244
SAN CRISTOBAL,2022-04-01,15.890145395799676,12.295912408759126,12.832942898975109,18.88,81.47,0.995,,260.12,8.670666666666667,0.9513888888888888,0.9486111111111112,0.8597222222222223,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-5.490990881398842,0.00020118026786871099,0.00020017436652936744
SUBA,2022-04-01,14.636614275456262,12.193837676121909,8.864646079689487,17.241555555555554,83.17977777777777,0.9687777777777778,,266.3233333333333,8.877444444444444,0.8986111111111111,0.9310185185185186,0.8759259259259258,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,13.020612131353872,0.0006720911992184929,0.0006511070184428933
TEUSAQUILLO,2022-04-01,16.84061135371179,14.52,12.345481481481482,18.88,81.47,0.995,,260.12,8.670666666666667,0.9444444444444444,0.9375,0.9541666666666668,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,-1.7185585425222367,0.0006079376105735646,0.0006048979225206967
TUNJUELITO,2022-04-01,17.479032258064517,11.251351351351351,12.662940275650842,18.88,81.47,0.995,,260.12,8.670666666666667,0.8736111111111111,0.9069444444444444,0.8611111111111112,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-4.493521593932414,0.00044859647505538896,0.000446353492680112
USAQUEN,2022-04-01,15.168359941944848,9.800442477876103,18.749926362297497,18.88,81.47,0.995,,260.12,8.670666666666667,0.9416666666666668,0.9430555555555556,0.9569444444444444,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-26.520508999078167,0.0011199497707445585,0.0011143500218908358
BARRIOS UNIDOS,2022-05-01,10.437802907915994,11.725282485875706,7.77683615819209,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.9516129032258064,0.9516129032258064,0.831989247311828,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-4.573246336515521,0.0002949874541298122,0.0002912763216423726
ENGATIVA,2022-05-01,11.929280747501085,15.734193071441773,5.477653608247422,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.8911290322580645,0.8763440860215053,0.8951612903225806,1.0,1.0,1.0,0.0,1.0,996041.4771692234,1011602.8590215645,11.327312515035027,0.0007986374060133432,0.0007885900321957559
FONTIBON,2022-05-01,15.866686332222553,18.206471494607086,11.830647482014388,20.414354838709677,81.29483870967742,1.167741935483871,,265.89,8.57709677419355,0.9489247311827957,0.9341397849462364,0.9146505376344085,1.0,1.0,1.0,0.0,1.0,993049.7034200324,1009066.0409648584,-10.030851656210539,0.0010620342192791674,0.0012401818947711568
KENNEDY,2022-05-01,16.393777134587555,18.140793201133143,,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.9489247311827956,0.4462365591397849,0.928763440860215,1.0,1.0,1.0,0.0,1.0,991660.3857957564,1003776.4359295673,,,
PUENTE ARANDA,2022-05-01,12.68147100424328,19.74224751066856,5.12681883024251,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.9448924731182796,0.9422043010752688,0.9502688172043012,1.0,1.0,1.0,0.0,1.0,996219.2899711643,1002216.689767894,6.2073789894404054,0.0006796385027158324,0.0006710882118752138
SAN CRISTOBAL,2022-05-01,9.64225352112676,10.123163841807909,7.778359264497879,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.9516129032258064,0.9502688172043012,0.9543010752688172,1.0,1.0,1.0,0.0,1.0,1001269.0128432276,994752.74948143,-1.7472423133256996,0.0001313568868703856,0.0001297043324871775
SUBA,2022-05-01,10.536718419887348,10.509609999748479,7.038750966065134,17.01,83.40849462365591,1.004301075268817,,350.8966666666667,11.319247311827958,0.939516129032258,0.8637992831541218,0.8615591397849461,1.0,1.0,1.0,0.0,1.0,1000184.3919040437,1018467.8222482742,5.090860981719288,0.00042746720249485005,0.00042930577110773105
TEUSAQUILLO,2022-05-01,12.295774647887324,12.307659574468085,8.152789699570816,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.9475806451612904,0.939516129032258,0.8588709677419355,1.0,1.0,1.0,0.0,1.0,999083.3876167,1004973.201652838,0.2759333717365413,0.0004585367322455602,0.00045276804432376117
TUNJUELITO,2022-05-01,25.383683560523384,9.89496183206107,8.30822695035461,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.8803763440860215,0.9475806451612904,0.885752688172043,1.0,1.0,1.0,0.0,1.0,993510.4897483994,997638.3325117284,-3.7112758059688318,0.00033102823699201973,0.0003268636882040556
USAQUEN,2022-05-01,8.02716468590832,7.614571428571428,12.952624113475178,18.71741935483871,80.96806451612903,0.9874193548387096,,319.0,10.290322580645162,0.9408602150537636,0.9475806451612904,0.7916666666666666,1.0,1.0,1.0,0.0,1.0,1005505.5080440022,1016114.784772832,-18.564631607920887,0.0007586309127756161,0.0007490868464536002
BARRIOS UNIDOS,2022-06-01,13.319648093841645,14.938,7.404239766081871,17.939666666666668,81.945,0.9073333333333332,,207.29,6.909666666666666,0.8333333333333334,0.95,0.9472222222222222,1.0,1.0,1.0,0.0,1.0,1000438.9545418106,1008112.973077683,-2.4735478239806854,0.0003161975023836053,0.0002868965338293912
